Date, Experience, Questions
2015-04-25 22:49:27.687,i applied online for a entry level software engineer position at cisco systems. i got an email from the university recruiter for a phone interview. phone interview went well. it was just about my resume and the projects i have completed. during the interview she told me that she is satisfied with my profile and she is going to send my profile to their hiring manager and i will be hearing from them within three weeks for the next round. but i didn t get any email from them. i waited for a month and them sent a mail to the university recruited who interviewed me  but she didn t reply me back.,briefly describe about your project     answer question
2015-10-20 18:54:09.647,routine questions about background  motivations  team works  etc. nothing out of the ordinary. one of the question was what would i do if i had a million dollar. technical questions are all simple  python specific. the interviewer was nice and courteous.,what is a dictionary in python. what is list in python. what is a tuple in python. some other simple ones i can t remember.   answer question
2015-01-15 22:30:09.133,a friend who worked at cisco suggested i apply for the position. i applied through the website. a phone pre screen with the internal recruiter was first  followed by a programming exercise that was done at home  followed by an in person interview. i was told by the recruiter that there was a hard time limit for the exercise  but later the hiring manager told me that there was not  and i should finish the exercise which i had left incomplete due to time constraints. the recruiter was very slow getting back to me. i was able to reach out to the hiring manager to prompt more action from the recruiter. the interview went well  and the group and i got along well. eventually an offer was made. i asked if i could get more  and eventually got a cash signing bonus.,the programming exercise was about parsing pseudo xml tags.   1 answer whiteboard coding  reverse a linked list.   2 answers
2015-01-20 14:38:21.46,i was contacted by a staffing agency about the position in cisco  rtp. the initial round with cisco was a webex call  but due to some issues with my internet connection  i couldn t take up the webex and the manager has called me on my mobile and it was 1 1 phone interview asking me to rate myself on java and if i had any linux experience. asked if i have any usage of sql and git. and asked about my expertise. got the result in 4 days  and the next round was with a panel of 7 members. 1 team member escorted to the meeting room and excused himself saying there is a priority. so it was a 6 member panel interview which went real smooth. there was no white board coding. asked so many questions from my resume like what was my contribution  did i code any functionality from scratch... it was basically projecting yourself exactly the way your resume talks. this round was like a behavioral kinda as well   what challenges i faced. finally 1 technical question was asked in java   difference b w interface and abstract class.,i was an ex employee of oracle. so asked me what disadvantages i had working with oracle db. this was an unexpected question.   answer question
2015-04-26 08:22:20.123,i had an on campus interview with 2 managers from cisco. they asked two easy technical questions  but since it was my first interview at the time  i struggled a little bit. that lasted about 70 minutes. i didn t hear anything back about that position  but two months later i received a letter of intent for a different position at cisco down in austin  tx. after passing a background check  i received an insultingly low offer  and they didn t respond to my negotiation request. turned it down for a much more appropriate offer.,write pseudo code for your favorite sorting algorithm. write a method that determines whether a number is prime.   answer question
2015-04-12 14:46:44.71,applied online. i had a short phone interview and they invited me to on site interview. i talked to 6 people there for 6 hours. the questions are mostly about my background and experience. so you may need to prepare for that. some technical questions  but they were not very hard. they didn t push me to answer quickly. you ship a product to your customer and he she complained it does not work. how would you handle  continued the question by interacting with the interviewer.,typical questions. reverse linked list. reverse bit in an integer. 0th bit  lt   gt  31th bit  etc... what do you see yourself in the next 5 years. summarize you experience in 5 minutes.   answer question
2014-12-18 16:57:48.59,applied via college recruiting process. overall process took 2   3 weeks interview screening via phone. face to face interview with 6 lead engineers  45 mins each  face to face with the vp met the team. hr manager and negotiations started.,network topology and stp implementation   answer question
2014-11-17 22:41:38.25,submitted my resume and was called back for an interview. was only a sophomore and he asked questions that were beyond my coding experience. these included stuff about speeding up a program and how to refer to its stackframe. could have killed it if i came more prepared.,asked me some detailed knowledge about the networks.   1 answer
2014-10-16 22:31:52.743,i went to the career fair and got an phone interview in couple of weeks. the interview is half behavior and half technical. the interviewer asked me some questions based on my resume including detailed knowledge in networks.,No Question
Date, Experience, Questions
2014-10-15 21:18:30.53,got an on campus interview scheduled through the school. since it was a full time entry position  had two senior software engineering interviewing me in a room. asked some basic questions on the resume. asked what my favorite language was and oo concepts. what is good about it and how it is powerful compared to others. what  static  variables meant. programming questions like  code in java for binary search. reverse a double linked nodes.,data structure and algorithms   answer question
2014-10-09 11:44:47.68,simple standard steps for programming language of c. unix internal ipc communication mechanics bit operation and general networking protocols basic. 45 min each of 4 people interview in one afternoon long. link list and pointers and structures in c,what will happen when use strtoken in multithreading environment   answer question
2014-10-27 07:40:46.837,it s sourcefire in baltimore. there is a phone interview and code assignment before onsite. all about c question like tell output  find bug. this company is doing network security so must prepare c coding and network question,reverse a linked list   answer question
2014-09-11 23:03:26.003,i was directly called for an onsite interview. couple of guys asked programming questions on the board. they were usually hard questions. the interviewers were friendly guys from different nations. the whole process took about 2 hours.,the question regarding the data structures was difficult because at best i could get a run time of o kn   or o nlog n    but that wasn t close enough to o n   which is what they wanted.   answer question
2014-09-24 01:42:00.567,i was asked a technical question on machine learning during the recruiting at a career fair straight away while reviewing my resume. the question was on the possibility of separating houses for a realtor into various clusters. i answered the question by proposing a decision tree  id3 algorithm  or a linear separator  depending on the number of features that the test data had. i then was offered a phone interview  where i was a standard question regarding data structures and algorithms.  can t spit out the details  sorry .,string concatination  how canyou write a better concatination with out using existing menthods like .concat etc... can a dead lock happen with three threads  the job description has nothing to do with these questions. the concentration was on basics of programming  was asked to write doule linked list program...if you are comfortable with sting programs and linked list concepts it is very easy to crack   answer question
2014-08-29 16:49:46.357,got a call from manager went over cv arranged for a interview through webex. talked asked about my current experience and threads  dead locks  datastructures  css  javascript basic questions  asked to write double linked list program  string reversal  they would accept any language you are comfortable in.,c   inheritance   answer question
2014-07-23 17:41:17.14,i was hired more than 10 years ago so i don t remember what exactly it was anymore. it was something like being interviewed by at least 5 engineers and then managers. questions mostly on c and c  .,describe a difficult situation where you found a solution   answer question
2014-07-23 18:49:56.3,easiest interview i ever did. no technical questions were asked. the interviewer seemed bored and completely unprepared. did not put in any energy prior to the interview preparing for it ,No Question
2014-04-25 10:46:10.04,process took a few weeks. simple behavioral interview through university program,No Question
2014-04-24 09:50:39.98,the previous company was purchased by cisco systems. so  we do not need to go through the interview process.,No Question
Date, Experience, Questions
2014-07-17 07:53:06.663,got a call from manager went over cv arranged for a interview through webex. talked asked about my current experience and threads  dead locks  datastructures  css  javascript basic questions  asked to write double linked list program  string reversal  they would accept any language you are comfortable in.,string concatination  how canyou write a better concatination with out using existing menthods like .concat etc... can a dead lock happen with three threads  the job description has nothing to do with these questions. the concentration was on basics of programming  was asked to write doule linked list program...if you are comfortable with sting programs and linked list concepts it is very easy to crack...   answer question
2015-10-15 13:15:28.72,attended a job fair at my university and dropped off my resume. got an email a couple weeks later asking for an interview.i had one on campus interview which constituted of basic questions regarding multiple process handling multi threaded programming. also  there were questions related to networking basics and my past projects and experience.,how did you become interested in engineering  knowledge of networks  favorite coding language was  some basic behavioral fit questions   answer question
2014-01-31 21:42:47.203,i applied through my university career fair and got a interview one week later through the webex. the interview begins with the questions regarding my projects experience. then several network foundation questions like what s trace route  how does it work and two problem regarding subnet and subnet mask. and two very easy algorithm problem.,what s trace route  how does it work   answer question
2014-01-29 23:49:18.063,go through recruiters or someone works in the company. resumes received directly from outside almost never got chance of interviews.,discuss the internal release policy.   answer question
2014-01-22 13:12:13.027,in the university career fair  the recruiter asked some projects on my resume and asked what language do i use mostly  and asked some questions related to operating systems. the recruiter also introduced what they do in daily life  and tell me about their recruiting plan  cisco s hardware team has been moved to shanghai.,what do you know about memory system in the linux system  how does it manager the memory    answer question
2014-01-13 13:55:30.36,applied from school website and had a phone interview. the questions are quite easy and the interviewer was helpful.,the improvement of the question   answer question
2013-10-08 15:46:53.827,this is specific to the knoxville office of cisco which has a separate interview process. there is a phone interview  a webex interview and then an in person interview with actual coding and problem solving. the phone interview question include what is deadlock  what are race conditions  what is thrashing  in c how do you divide by two without using the  . the webex interview has a lot of c code where you have to say what is wrong with it. understanding pointers is a large part of these questions. there is also some coding in the webex interview such as in c how to reverse a linked list o n  time. the in person interview has actual coding and security problems. certain levels in the exploit exercises.com vms were used for some of this as well as other coding questions.,there was an imaginary computer programming language that you were supposed to decode the output of.   1 answer
2013-12-24 08:37:30.443,i applied in october through a university careers website  and was contacted 2 weeks later about an on campus interview. the interview consisted of talking about my resume and some coding questions. my interviewer asked about all of the technical skills listed on my resume  and since i know java  he asked me some java language specific questions  describe polymorphism in java... . he also asked a brain teaser at the end. during the interview he told me i should expect to move on in the process because my gpa was high enough. about a week to 2 weeks after the interview  i received a letter of intent to hire from cisco. i was asked to pick between san jose  atlanta  or research triangle park. also  i was asked to rank my preference for the following positions  application development  embedded systems  and test engineer. i sent in my preferences  i asked for application development  research triangle park  but i was told that there were no positions other than test engineer available at rtp  so i was placed on a waitlist  with no guarantee of getting an offer unless something opened up. however  i heard back again with an actual offer within another 2 weeks. this was for embedded systems in rtp. the salary was not competitive with my other offers  so i declined. also  there was no human contact throughout the entire process  other than the on campus interview  and they didn t offer to even bring me in for an on site visit  so i would not have felt comfortable accepting the position even with a competitive salary.,brain teaser  involved thinking outside the box to come up with a solution. the interviewer gave me a hint and then i got the answer. i don t really see the point of this kind of question  because i had heard something similar to the brain teaser he gave me  and i was able to get the answer quicker because of it.   1 answer
2014-10-20 22:36:12.897,applied through through my university just a 30 minute interview with one of the software engineers there. super simple process. follow up with the application don t just apply and wait the hr loved how i keep following up with her.,how do you delete a node in a linked list. code it on the white board   answer question
2013-10-01 13:54:08.42,very reasonable interview process. phone interview with hiring manager  followed by group technical interview and closing interview with senior management.,No Question
Date, Experience, Questions
2015-08-08 20:33:59.97,i had a on campus interview. fairly easy. mostly networking related questions. i had taken a network security course and the interview asked questions related to that. describe ip spoofing attack and how to prevent detect it.,describe ip spoofing attack and how to prevent detect it.   answer question
2014-11-26 02:53:05.77,on campus interview through school. one on one interview with focus on projects i had completed. went into the technical details of the projects as well as questions that arose from them.,if you could do  insert project  over  what would you do differently and why    answer question
2013-09-15 10:29:40.54,attend school career fair and got the first round interview in campus. then one tech phone interview following another round phone interview. no on site for me.,a lot of behavior questions   answer question
2013-09-12 13:21:47.0,i went through a 45 minute phone interview  and then a 2.5 hour on site interview. the phone interview consisted mostly of resume and background related questions  and a few very basic object oriented programming questions. the on site interview was conducted by 5 people in 3 different sessions. they started asking more technical questions here like reviewing snippets of code for improvements or errors  asking about more detail about my knowledge of the languages on my resume  and some brain teasers. overall they were friendly and encouraging.,design a vending machine.   answer question
2013-09-10 21:08:52.913,asked basic networking questions from course i took in college. nothing too difficult. also had some programming questions and asked about each of the 7 layers in networking.,7 layers in networking   1 answer
2014-02-03 17:11:29.787,call from recruiter. had 2technical interviews one for java and other for sql skills. and then on site interview with team members and manager,none   1 answer
2015-09-26 07:31:00.393,cisco was one of the companies at my college career fair. i met them there and dropped a resume. within a few days  they contacted me to schedule an on campus interview. the interview was limited to an hour and involved standard questions about a project or team experience and then a few technical questions.,you have nine identical balls  one weighs more than the rest. you have a balancing scale and can only use it two times. how do you find out which one is the heavier ball    1 answer
2013-09-13 13:48:34.917,first got connected by the manager. then one tech phone interview following another 5 rounds phone interview. no on site for me.,nothing really difficult.   answer question
2013-07-22 18:09:13.947,went to career fair  afterwards called me for an interview. was asked some basic questions about programming  and some brain teasers  pretty simple.,how would you arrange an array backwards    1 answer
2013-06-09 10:47:10.267,applied through linkedin. hr contacted and scheduled interview. fist telephonic interview went well and i was asked for face to face.,asked me to write 8 bytes aligned malloc and corresponding free function   1 answer
Date, Experience, Questions
2015-03-17 19:38:36.33,technical interview by 5 different members of the team. mostly technical   algos  data structures  c programming  os  networks. many questions were asked related to what i have worked on so far.,q  deadlocks  mutex   semaphores q  implement a stack using queues q  difference between threads   processes   answer question
2013-05-09 17:06:31.17,2 phone interview. 1   hr  1   hiring manager,given 3 systems  system 1 reaches 0xff  then system 2 increment by 1. everytime system 2 increments  system 3 would fetch the package. when can there be a problem  what is the problem with this system  how can we fix this    1 answer they will give you the most random questions regarding dsp.   answer question write and derive any c programming object on the board    answer question
2013-04-30 16:52:00.133,initial phone interview lasted for an hour. interview was based on webex. questions involved basic networking and programming related like convert hton to ntoh was called onsite. had 5 rounds total. first round was about simple c programming   find the mistake in the code type questions. second and third rounds went into trees  graphs  and core os and networking. fourth round was all about networking. was made to write a socket program and then to implement a load balancer using pthreads. i didnt remember the exact apis but wrote the pseudocode,design and implement a load balancer in c.   1 answer
2013-04-26 15:00:55.92,while cisco is overall a great company  some of their interviewers can be very unknowledgeable and unprofessional disrespectful. the interviewer engineer called in 10 minutes late on a scheduled 30 minutes call  then asked questions totally unrelated to what the group is doing  drilling down on unnecessary details about tools the team is not using  not to mention lacking of knowledge on even the basic data structure algorithms  and jeering and laughing throughout  and this is someone with a  principle software engineer  title. definitely a cut or two below top tier company. i sent in my request to withdraw my application right after the interview.,he provided a puzzzle to solve.   1 answer
2013-04-12 23:02:28.477,very technical. will go thru what is written in resume.,went over resume and discussed past experiences.   answer question
2013-03-14 11:34:56.3,phone interview consisting of questions regarding past experiences.,given a set of strings  determine the greatest common prefix of all strings in the set.   answer question
2013-02-19 18:56:06.997,on campus interview through a university career program. interviewed by two cisco representatives. the interview was fairly straightforward and they were more interested in my resume than anything else.,they require operating system knowledge which is hard for a ee student   answer question
2013-03-06 14:44:30.84,passed the phone interview and went to the onsite.,how to return a structure member with just an offset.   answer question
2013-01-23 00:02:26.223,went to a 45 minute interview with both behavioral and technical questions. the first half was the behavioral asking about my knowledge of the company and motivations as a programmer. the second half consisted of more technical questions derived from what i put on my resume. i had put c on there which lead to specific language questions. then there were more general problem solving on the whiteboard.,nothing surprising  but the guy did ask about everything related to networking fundamentals and c     answer question
2013-05-07 21:05:56.037,i had an on campus interview  went pretty good and was mostly analytical questions and algorithms questions. then i had a phone interview  very technical and detailed  but the guy was helpful. at the end  the hr said you ve got positive feedback on your interviews and we ll let you know when we ve openings  which they didn t,No Question
Date, Experience, Questions
2015-10-06 15:49:32.197,i submitted my resume through my college s career services and was contacted for an interview. the interview was held on campus  and i met with one technical person from cisco. following the interview  i was contacted the following day for an internship opportunity.,i was only a sophomore  so i was a novice and couldn t really perform the typical interview questions. they ended up taking a project listed on my resume and asked for more details. one of the questions related to this project was  how was my robot able to detect an analog light signal   nothing that i didn t know the answer to.   1 answer
2014-01-31 06:08:12.037,that is a one to one interview  just ask some questions about my experience. that s not very difficult to answer. they focus on my machine learning background. i cannot remember all the details about the interview. i m a first master student at that time  and have no former work experience.,ask me about the router field question  which i never touched before.   answer question
2012-08-04 10:30:36.38,cisco held an information session on campus at ut and reviewed cv resumes to choose who they would interview the next day. back to back interviews were held with two different engineers. a few weeks later one of the recruiters called to tell me an offer would be extended to me. then things were turned over to hr.,if you disagreed with your manager and felt they were doing something wrong  how would you handle it    answer question
2015-06-09 22:35:45.283,applied through employee referral. contacted by the hr. scheduled phone screen with a technical leader. basic c fundamentals  networking questions in the phone screen. called for onsite. scheduled for 4 1 1 inteview with lunch interview with manager. more c programming questions  operating systems and networking questions.,data structures and bit manipulation questions   answer question
2013-04-11 14:39:38.107,i was contacted by the hiring team and then contacted over the phone by a cisco employee who asked me general java question. on site interivew was a 5 hour interview split over 1 hour each wherein the engineers came ans asked me questions about java.,the manager asked me to model some problems.   answer question
2012-06-04 11:37:51.387,first sent me blank google doc. asking me to write code on it so that they can check the status of my answering. questions asked were basic but i didn t prepare at all  my major is more like ee... q1  how to do binary tree search. q2  how do two different threads share information. q3  how to insert thread,binary tree search   answer question how do two different threads share information.   1 answer
2013-06-19 09:11:54.417,got a phone call from recruiter and then attended on site interview.,only c programming questions.   answer question
2015-09-28 21:06:06.9,had a phone screen. after phone screen  had an half a day face to face interview with the team members and manager. they extended the offer in 2 days. i had a few rounds of negotiations with the hr for salary.,swap two integers without using additional variable.   1 answer
2015-10-14 00:47:03.8,it was really cool how they did some things and other things. however  it doesn t seem like they like how they like. sometimes i feel like they don t see me. the overall experience was insane.,implement a hash table.   1 answer
2015-03-16 20:26:06.113,onsite   2 telephonic. basics of data structure. lots mcqs on c programming. bit maniplation. clean and bug free code in c during interviews. you are expected to write clean c code in those interviews. basics of linked list and binary search trees. searching and sorting.,not to be disclosed   c operating systems basic. paging  virtual memory questions. bit manipulation questions. 1  generalized linked list traversal 2  find the number is power of 2 or not 3  linked list deletion 4  networking basic questions. 5  sorting methods and complexities.   answer question
Date, Experience, Questions
2012-06-12 16:16:32.95,one of my former lab mates   from the university  referred me for a position at cisco  i didn t even know what the position was  he thought it was a perfect fit for me . i got a call out of the blue  on a saturday  from a person from cisco  and asked whether i have time for an interview at that time. unfortunately  i was travelling  and asked him whether we could prearrange a time  so that i could make myself available. he was willing to do that  but  he wanted to have the interview within the next couple of days. so  we scheduled it for the next day. during the interview he first asked me about my phd research work. that went on for about 15min. he seemed mildly impressed  i think . then he moved on to few behavioral  and technical questions. the technical questions were from algorithms and ds  c c    oop and networking. apart from couple of questions  i did well in the rest. the most difficulty i had was understanding the thick accent  south east asian  i think  my interviewer had. but  he was really friendly. finally he went through my resume and asked me several questions about my experience and background. i thought he got more interested in my after that round  since according to him  i have an impressive resume . the whole interview went on for about 1hr  and he concluded by asking to contact him in about couple of weeks  if i didn t hear from him or cisco. i followed up the interview by sending a thank you email to my interviewer  he once again asked me to contact him if i didn t hear from him soon. but  even after repeated emails  after waiting for 3 weeks   i am yet to hear back from him or cisco. overall  i had a positive impression about the interview  even though they called out of the blue  and asked me to interview in a hurry   i haven t had that experience with any other company . however  not getting back to me with their decision  don t care what it is   is really unprofessional for a company like cisco. i don t think i would consider cisco in the future  even though i am in the networking field.,what is your greatest weakness  follow up  what other weaknesses do you have    2 answers what s your ideal job work environment    1 answer
2012-08-18 18:01:16.973,the interview process was standard  there were no big surprises in terms of interview questions. overall interesting experience.,there were some algorithm and data structures oriented questions. probably messed up a lot but they care about your thinking process more than the solution.   answer question
2012-02-02 14:06:57.363,very friendly  opportunity to share experience and ask questions  non technical as first interview is fine.,what contributions had systemic affect on group effectiveness   1 answer
2011-12-15 15:13:50.573,the first round consisted of a technical screen which didnt have any programming. there were a few behavioural questions  one reasoning based question given a long sentence and was asked what was wrong with that sentence  and some technical questions about virtualization cloud computing threads etc. then i was selected for a continous 5hr webex session with 5 interviewers.the first interviewers didnot turn up for 1hr 20 min.second and third went well.fourth wasnt available too.so they sadi they would reschedule the other interviews. but they had sent a reject in just like an hour and a half.,how would you implement a router for as big a company as cisco that would accomodate lots of ip addresses.   answer question
2011-11-18 00:45:22.927,i had a phone interview with 3 members of the team. the interview was pretty standard. some technical questions. then after a week i got a call for 2nd round  which was telepresence. i was interviewed by 3 groups each for 45 mins. the interview consisted of technical   personality questions. technical questions  java  ds basics  sdlc etc. was not difficult if basics are clear.,java basics  interface  inheritance  polymorphism   answer question about previous projects i did   answer question
2015-08-06 15:44:40.353,a whole day interview. 3 managers interviewed me. it was a new grad hire. it started with a campus tour and then 3 managers asked different technical questions. the interview was for choice program and so they are not necessarily hiring managers. be honest at the interview. if you do not have some background in certain tech or programming  just let them know. they do not expect you know everything.,basic c and java questions   answer question
2012-04-02 21:34:31.14,got the interview through a referral. the interview process consisted of a technical onsite interview with five people. first interviewer was very thorough and went through everything on my resume and asked me many questions on extra activities and not on coursework. second interview was a skills test and comprised of questions like diffrence between a mutex and semaphore. which data structure to use in what situation etc.,describe oakley key exchange protocol   answer question
2011-10-02 23:44:44.63,there are no self introduction part or cv questions. it went straight forward to a program analysis question  asking me to figure out all the possible errors in that program. some are obvious syntax error. but there are some errors that are not obvious and require a sound programming foundation. there might be some other questions after this but when i failed to solve this question. the interviewer showed no further interest and stopped the interview. the 1 on 1 interview is stressful and the interviewer hope to find someone who are really experienced with programming  regardless of what programming language he   she is using.,find all errors in a program   1 answer
2011-12-28 11:29:28.31,they take your gpa seriously into considerations. then they look for systems related project experience.,question about gpa.   answer question a quick c   question   answer question
2015-09-06 14:42:41.483,seven rounds of interview. was asked to code algorithms. fluency in programming languages was assessed well. knowledge of software engineering principles is a must. overall  the difficulty level is moderate. i wouldnt rate this as difficult in any way.,java coding questions. design pattern questions.   answer question
Date, Experience, Questions
2015-08-18 17:52:29.083,phone screen a couple of times with manager and sr engineer. on site with engineering director  hiring manager and senior staff engineers. hr offered a day later after back and forth negotiation about salary.,read this tcl script and describe what it does.   answer question
2014-06-19 21:56:45.763,2 rounds phone interview. on site has 2 rounds. each interview is half an hour. questions from big kettle endian to driving programming and troubleshooting. not very tricky and no brain tricks. director will interview engineers as last round. usually take 2 3 days to have response.,do you want to be a manager   answer question
2011-07-18 20:19:09.933,applied online. initial phone screening for 2.5 hrs. discussions involving os concepts  ds  algorithms  resume based projects  some amount of behavioral. scheduled second round involving a series of 4 webex interviews on the same day.,os concepts  data structures   answer question memory management   answer question
2011-02-24 11:06:05.847,the hr keeps asking about what courses i have taken in my graduate study. i list some courses about computer engineering. it seems she is not satisfied with that. and she asked me again about what other courses except the cs course .... and she also asked why cisco  why chose cisco and why should cisco need me,why cisco   answer question what courses did you take in your study   answer question
2013-07-21 17:06:44.56,it s on campus for summer intern  no technical interview  it is one to one  the other side might be human resource  not like an engineer. she asked me very general non technical questions  not challenger  maybe they focus on whether you are a good team player ,reverse link list related question   answer question
2015-07-08 19:33:38.25,the interview process was fairly straightforward with multiple rounds  that i was informed of prior to the interview. initiated the process with a phone interview  which was about 45 mins. after this there was an in person interview with the following rounds   introduction general  programming  operating system and network concepts.,what was the toughest project you worked on recently and go you explain in detail..   answer question
2012-08-27 12:54:38.527,college recruitment. interviewed by senior managers. questions related to experience  side projects  interests  etc. questions on oo programming  inheritance etc .,career goals   answer question
2011-03-24 01:54:43.0,got an interview from employee referral  everything went smoothly  mostly nontechnical question  even though it was an engineering position . heard a word from manager that my offer was being processed  and then the whole financial fiasco started. they had a major hiring freeze for couple of quarters  and finally decided not to hire for that position due to budget cut.,you have 8 balls. all are identical except one is slightly heavier. you have a balance. what is the minimum number of weighings required to find the heavier ball    5 answers
