Date, Experience, Questions
2013-12-11 19:47:00.113,i interviewed for two positions  one in software engineering and one in it engineering. i applied for both interviews on the school job website and after the deadline they emailed me about a week later requesting time slots to sign up to interview at. i interviewed with a software engineering professional first from the local area on campus. she gave me entirely behavioral questions with absolutely no technical questions which was very surprising. she asked me questions  where would you like to work after graduation  what programming languages do you know and what classes have you taken  what do you think is the most interesting thing about technology  what do you know about cisco  she also asked me a lot about the stuff i had on my resume and almost every single job experience i had on there as well. she asked about clubs too. the it engineering interview consisted of a webex interview because the interviewer had to rush home in the middle of the day. she asked more scenario questions and some testing questions as well on products. the first round interviews were pretty short and consisted of less than 30 minutes each. after a couple weeks when i got a counter offer i emailed cisco and they sped up the second round interview and had me fill in a background check. the second round interview for the it engineering position was also webex and the questions were more about the projects that i had done outside of class and what i knew about data and engineering. they got back to me a couple business days after that because i had a conflicting deadline.,the entire interview process was pretty easy and straightforward with mainly behavioral questions. just remember to have a good explanation and demonstration of extracurriculars and projects.   answer question
2015-05-09 18:12:57.2,phone interview  then on campus interview. it took them 2 months from this point to give me a onsite interview. this was a ridiculous amount of time. i accepted another offer because of the lack of timeliness. the interviewer when i did interview seemed very out of it. it seemed as if she was filling in for someone because she was very all over the place. also  the room we were in was very cramped. not inviting what so ever. not a good impression to make.,company stock price    1 answer
2013-11-27 14:52:08.473,on campus interview. just basic behavioral questions. more focused on thinking process. details of academic projects completed. how would you solve certain question  how did you implement your project app and how can you improve it ,where do you see yourself in 20 years as a programmer    answer question
2013-09-29 15:21:09.957,i applied online through their website  and they emailed me back  requesting an interview on campus. the interviewer was very friendly  and he asked mostly questions about my experience level and previous projects. there were no technical questions  mostly general questions about what kind of software engineering i would prefer  what classes i have taken  and what non class related projects i have done. overall  the entire interview took about an hour.,explain your favorite algorithm   answer question
2013-11-25 12:02:11.65,came to university for a short interview. questions were based off the resume and required the interviewee to go into detail.,No Question
Date, Experience, Questions
2013-05-05 14:25:51.037,applied to job through school provided job search web site. interviewed on campus for 30 min. the interviewer mainly asked about what experience i have and how i handle problems associated with the team of engineers i work with on campus. the first question asked was how routers work  so know your networking systems.,i did not expect so many questions regarding problem mitigation with my team of engineers.   answer question
2013-02-28 09:36:13.03,campus job fair. screened resume and selected candidates with some experience related to computer networks  a project in your academics  skill set you mention network protocols  courses taken  etc. c experience would help. scheduled follow up interview next day  it was a 30 min interview with basic questions about osi layer  any networks project and c questions.,nothing complicated  the very basics of the above areas   answer question
2013-02-13 12:13:58.54,applied online  then had a phone interview.,just asked about my experiences  extra curricular  etc.   answer question
2013-02-19 03:31:18.657,at the career fair. screening at their booth on the first day and then an interview the next day that lasted 45 minutes.,how would you reverse a linked list  iterative     answer question given a linked list with nodes 1  2  3  4 and 5   how would you generate the linked list 1  5  2  4 then 3    1 answer given a memory location  or a reference   how would you determine whether it was located in the stack or the heap  write a program to determine this.   answer question
2012-10-17 22:44:47.287,why masters  detailed explanation of all the projects i ve done. courses taken in masters. where are thread variables stored and process variables stored  difference between stack and queue  any implementation of stack ,nothing difficult.   answer question
2012-05-30 21:58:09.05,got an on campus interview through my university. i was interviewed by two groups for about half an hour each. they asked me about my resume  coursework  and asked me a few technical questions. after about a week  i was asked for information to complete a background check  and i received the offer a few days later.,what is the difference between a queue and a stack  then  describe which one should be implemented with a singly linked list and which one should be implemented with doubly linked list.   1 answer what is polymorphism    1 answer in java  what is the difference between an abstract class and an interface    answer question
2013-04-05 10:49:06.62,2 rounds  one with the manger and one with a current employee. both the rounds were a mixture of technical and hr. l1 l4 networking protocols  focused on resume. asked me about extra curricular activities and any charity i did.,describe past internships and what you learned from them    answer question how would you go over an array in c   to check for different cases   more or less  cant remember what else was entailed in this question .   answer question
2011-12-02 01:01:13.947,recruiting at my local university. met with the division manager that was hiring. accepted my resume. called me to schedule an interview on location. once arrived was interviewed by 3 people individually  all engineers i d be working with. first person asked me general questions about my past projects in electrical engineering and past internship experiences and how that helped me or what i learned. next one asked me about metastability and also about past projects. last one asked me about c   coding structures and how i would design a loop to go over an array of some sort. i can t remember too well. he also asked about design verification generalities as to how i would check for errors on a basic calculator that was giving a wrong answer. was thrown off by the simplicity of it but if you think about it he was looking at how i would go about the process  he didn t expect me to really know how to fix a simple calculator. he was trying to see how my thought process was in design verification mostly. interesting interview process to say the least. it wasn t difficult but it wasn t the easiest either.,what do you know about mtu  please explain what it does and or how it is used to the best of your knowledge.   answer question
2012-12-18 13:53:56.287,as a computer science major after my sophomore year  i was looking for an internship. someone mentioned cisco and i sent an email to them along with my resume. i was interviewed jointly by two software engineers over the phone. was asked about my experience with networking and what i knew about networking. i was asked about my coursework at my university and what language s  i preferred. i was given a few scenarios where a network was behaving weird and was asked what steps i would take to figure out the cause of the problem and how i would fix it. since the engineers worked primarily with test automation  the questions were centered around trying to figure my methodology in finding out the cause of problems and rectifying them. they were satisfied with my responses and my overall approach to problem solving. i was scheduled to interview with the hiring manager the next day or two. i couple days later the manager that i would be working for gave me a call to get a better idea about me and current knowledge base. it was a more relaxed interview  mostly to see if i was personable and easy to get along with  and if i would be a good fit for his team. that went well also. my recruiter sent me an email within the next couple days informing me that they were extending an offer to work for them over the summer as a software engineering intern. overall a great first time experience.,please write code to compute x x without using multiple   5 answers
2011-02-16 21:18:18.49,i applied at the school s career website. and cisco come to school for an on campus interview. it took about 50 minutes. they started with a programming question  please write code to compute x x without using multiple. and then they asked a lot of resume questions and behavioral questions. all these questions could be easy if you understand the details of your past projects and make some mock interview practice before you go to the cisco interview.,No Question
Date, Experience, Questions
2015-08-08 06:41:01.847,not bad  interview with two people i believe who were very friendly  and fair questions. i remember there seemed to be a good mix of wanting to inform me about why they were a good choice for me along with questions about my resume and background. it was very efficient and after the interview i had a good feeling about my chances.,why are you interested in cisco    answer question
2012-02-10 10:49:31.76,first got a 1 1 interview on campus. asked behavior questions such as team work  problem solving. also asked some technical questions. then got a phone interview from the hiring manager. got the offer within 2 weeks.,tell me a time when you faced a problem and you solved it   answer question
2010-11-01 17:30:19.467,asked many personal questions followed by technical questions. questions vary from interview to interview.,explain hash tables   answer question
2010-03-26 13:11:10.61,this was just for a internship. there was a group of 3 of us  and we individually met with the hiring manager and another guy who asked us technical questions. the hm asked me about my resume details  to get a feel for me. the technical guy wanted to ascertain my depth of knowledge  the field is network engineering . apparently i did well  they liked me best of 3.,some technical details about linux  how to set the ip address.   answer question
2010-08-05 02:04:13.467,had on on campus interview. went through my resume  asked about my projects. then went on to ask some hr type questions and that was it.,how would you handle a situation where one of your sub ordinates is not performing his job  but used to work well when he was under someone else   answer question
2009-05-12 21:26:34.44,phone interview  on campus interview,programming questions   answer question
2009-03-19 09:00:04.55,i applied through the university s career website  and was interviewed on campus. the interview was 30 minutes long  and it was mainly him trying to find out my personality. he didn t ask any technical questions  and more than half the time he was answering the questions i asked about cisco. so my advice would be to have many questions in mind before going for an interview  and also just to be safe  be ready to talk about your any class projects  in detail  you have worked on.,like i said  most of the time he was answering my questions    so there weren t that many questions. i think the fact that he didn t ask any technical question was what i was surprised about.   answer question
2015-07-10 03:03:53.57,went through cv questions about the position and my understanding of the tasks questions about how i plan to tackle the tasks questions about work permit issues  grades  etc they explained the scope of the project and their ideas and had me comment on what parts i would like to contribute to,what was your understanding of the project description  how do you plan to solve problems  how much time do you think you will need for each task    answer question
2015-10-23 21:46:46.687,mine was an interview based on recommendation from a friend for the internet of things internship. received a con call interview where i was asked basic questions on the projects i ve done  and a few basics of the internet of things. the interview process comprised of 3 rounds of technical and 1 hr round.,to explain transfer of data using http   answer question
2015-03-20 06:54:34.377,well  i repent taking up interview with cisco. used to hear that cisco is a great company to work for  but i did not feel it. worst university relations hr. rude and insensible. the candidate to be selected was kinda fixed  they conducted the written round just for namesake. i was asked to leave  rather rudely  immediately after finishing my offline test. i am sure my paper wasn t even evaluated. and there you go  i travel back home 25 kilometers and then i get a call from someone at cisco asking me to come back since the candidate which they were planning to hire rejected the offer. and here is the next twist  i receive a call from the same person the next day  asking me not to come since the candidate who rejected the offer has now accepted it. is this some kinda joke  nobody would want to be treated that way. it was one horrible mistake to have attended cisco interview. i would rate 0 5 stars for this company. and yeah  not to forget about the mass layoffs happening at cisco these days ,i was not even considered for the job  even when i deserved it   answer question
Date, Experience, Questions
2015-01-28 14:35:29.807,applied online  this was the first of two interviews. i am currently preparing for the second which will be more technical  second interview questions will be on networking basics  ip  mac  osi layers  switchs  routers  ... . questions where behavioral and personality questions. interview was about cisco getting to know more about me and about me getting to know more about cisco.,how do you see the internet of everything evolve in the next 20 years    answer question
2014-08-14 08:00:35.277,i had submitted my resume online in mid march  and got contacted by hr in early may. i had a phone interview with an administrator who d be working with me directly  and then a second phone interview with the hiring manager about 30 minutes after the first one. the first interviewer asked me standard interview questions  including  tell me about yourself    describe your ideal manager   and then  tell me about a time you had to organize a project with people who were based in other locations.   many of cisco s employees work remotely  using telepresence to connect and work with their colleagues.  the interview with the hiring manager was more like a informational interview  in which he told me about the specific position and encouraged me to ask questions. i received an email with an unofficial offer a week later  and then the official hr offer two weeks after that.,how would you work on a team project with people located in other offices    how do you tend to organize your day    answer question
2014-08-13 07:01:06.107,appitude test will be conducted and then there wil be a technical round and candidates wil be shortlisted and gd round will be there and after being selected in these finally there will be a personal round on which they finally decide,too much technical aspects   1 answer
2014-01-16 03:33:35.68,we initially had a written test of multiple choice questions  data structures  algorithms  aptitude  basic electronics concepts. a shortlist of 20 out of 150 people was announced. and the interviews commenced thereafter. i had two rounds of interviews in my first round  code to determine a loop in a singly linked list explain and provide algorithm for quick sort basic questions on operating systems questions based on my resume the second round entirely focused on big data due to my experience in the field.,explaining the nitty grittys of a big data platform   answer question
2015-07-25 02:16:00.33,aptitude round was average. some basic questions from electronics and logic design were there. the interview rounds were decided based on the performance in the test and further interviews. there can be 1  2 or at max 3 rounds of interviews . difficulty level of questions were average.,for me there was only one round interview were there. 1  program to count the occurrence of all letters in a string. 2  reverse a link list.. 3  database questions. normalization. 4  os questions like deadlock conditions. 5  questions on college projects. 5  some hr questions   answer question
2013-07-25 21:57:08.613,first round included written test   second round included basic technical knowledge questions in the interview third included higher level concept being interviewed fourth round was a simple hr round,i was given points linking all points in a single figure such that other points are interconnected in a way that we dont have to lift pen once touched down   answer question
2013-09-22 14:50:13.877,total 2 rounds... 1st one was a general allround interview based on os networks algorithms... second was specifically about algorithms.,operating system questions were tough   answer question
2012-12-06 16:52:29.903,university job fair with paper and pen. wirte some code and then directly tell you that you got further interview or not.,linked list implementation. how you reverse a single linked list.   answer question
2012-11-06 08:05:39.38,had an on campus interview.,i was asked basic questions on the languages i mentioned in the resume.   answer question
2012-12-02 19:16:48.25,i first met a recruiter at a school job fair and they set me up with an interview the next day. the interview lasted about an hour and was split 50 50  between technical and personality resume type questions. the questions consisted of  why is a manhole cover round     what is the difference between java and c     what is the difference between inheritance and instantiation  .,you have a scale and 10 coins. all coins look and feel exactly the same  but one weighs a little bit less or more than the others. what is the least number of weighings on the scale do you have to do to figure out which coin it is    1 answer
Date, Experience, Questions
2012-07-25 10:05:12.333,we were taken to cisco through college. written round had numerical aptitude and technical questions on sampling  micro processors and micro controllers  operating systems  digital communication  vlsi. got short listed in this round. next was interview round  questions were totally unexpected  mostly related to networks and vlsi. explain osi model  design ram  difference between controller and processor and a few basic digital questions.,design ram   answer question
2012-06-28 14:57:55.627,i submitted my resume to my professor who forwarded it to the company. a few weeks later  i was called by the one of the team leaders and was asked to go over my resume in more detail. they also asked about relevant past course i taken and any projects i ve worked on.,what are some of your greatest strengths weaknesses    answer question tell me about some projects you ve worked on.   answer question
2012-07-05 21:17:18.707,1. submitted a write up on 3 chosen projects among the project list 2. shortlisted for the technical phone interview which went around one hour covered almost all the subjects c c   networks dbms data structures and puzzles 3. shortlisted ffor hr round   phone interview   tel me about ur self why do you want to work for us where do you want to be posted chennai or bangalore   i have said that i want only bangalore and was offered bangalore,how are the function calls implemented   where does the memory being allocated for the function calls     answer question
2012-04-26 15:18:36.567,no questions testing skills were asked. was more of a hr interview. asked about previous work done and what skill sets i posses.,did you have a problem with your team mate anytime and how did you handle it    answer question
2011-11-25 13:24:53.76,a manager called me to schedule a phone interview time for the next day. he called me back at the set time and conducted the interview. it was considerably less formal than most interviews and almost conversational.,why should we hire you    answer question
2011-12-19 05:03:20.83,the manager was very positive and upbeat. it was a fairly routine interview with many  deep dives  into my past accomplishments and how that would translate and benefit cisco. i found common ground with the interviewer in order to make a connection to better explain my skill set as well as the skills i was acquiring at school. i did not feel as if this were a high pressure interview or as if the interviewer thought they were superior. the interviewer was very receptive to my questions and answered thoroughly.,ironically  i didn t feel that there were any unexpected questions during this interview. it was much more of a conversation about my skills  expectations of my internship experience and the standard questions like  walk me through your resume  or  how will cisco benefit from your skills  or  what is unique to you ...   answer question
2012-08-10 06:41:52.157,it had a written test which had 20 aptitude and 30 technical. aptitude had puzzles and quant and some reasoning questions. technical was a mix of electronics and telecom and had questions ranging from digital circuits to networks and c. there was no coding round.,there were no difficult questions as such. they just test your basics in the interview and if you are well prepared you will get through.   answer question
2010-07-20 08:15:09.417,i went through 2 rounds of interviews. the first interview was on campus and had two local employees interview me with traditional behavioral interview questions.  tell me about a time when... . the second interview was with a senior manager and to be held on the phone. unfortunately the guy did not show up for the call. i contacted the recruiter   hr rep to see what had happened  and they rescheduled me for another time  with sincere apologies. the same senior manager interviewed me in the second scheduled call with similar behavioral questions  but never apologized for not showing the first time or even mentioned the rescheduling to any degree. overall  i really liked the company. it did come across as though they were either no organized  or the senior manager had better things to do than interview candidates.,given your past experience  have ever had to work with a very difficult person  for example  what would you do if someone got angry at you    answer question how would you define the difference between managing and leading  how have you been able to show both in your past experience roles    answer question
2011-12-20 14:47:33.937,i met the person who later became my manager at the career fair in my school. she liked my resume and scheduled me for 1 1 interview in my school. the interview went well. some questions were technical and some were behavioral. they called me one week later to schedule a phone interview. the phone interview was like an orientation and some simple technical questions. one week later  i was offered the job,what is the difference between a router and a switch   answer question
