Date, Experience, Questions
Date, Experience, Questions
2015-06-30 22:13:34.63,i was contacted by a recruiter who set up a technical phone interview for me. the interview question was average in difficulty  i didn t cover a corner case and when i asked the interviewer to add code to cover a specific corner case  he said i was out of time. i didn t get to move on to a second interview. i feel my answer was good enough for screening purpose  you d assume first phone interview is the screening interview . anyway  i would say as humans  talking over the phone while coding  we might not be in the best state to cover all the cases especially if it s just the screening call.,implement a queue using two stacks   answer question
2015-10-17 19:01:51.053,two rounds on campus interview. for each round there are two algorithm tests. nothing about resume or interest. i first waited in the hall of the career center  until a google hiring staff called me in. then i was led to a separate room with a white board to do the coding test... same thing repeated right after this round.,why do u want to work for google   answer question
2015-10-07 10:14:52.17,i like their work altitude  really efficient and nice. the whole process is good. actually this is my first interview and i really appreciate they give me the chance to show myself and learn from the process. i hope i can get the offer and work for this famous company.,given a social network as a graph  return the closest path to a given node from a given node.   1 answer
2015-10-21 16:40:50.66,applied online through university recruiting  also emailed the recruiter in charge of our school. first round of phone interview  typing on a google doc while holding a call. the interviewer was very friendly and patient  and helpful in terms of giving hints. overall  it was a great learning experience.,round 1 given a bitmap  use a quatree data structure to represent the bitmap. the maps are all squares with black or white pixels and the length of the map is 2 n  you can always divide the map into 4 smaller parts . then give you a root node of a quatree  calculate the total black pixel in this map. follow up  given two root node  generate the intersection of these two maps.   1 answer round 2 leetcode triangle given a triangle of integers  find the maximum path sum from the top point to the bottom. follow up  print out the path of the maximum path   2 answers
2015-10-13 18:26:29.067,that is an on campus interview at new york. 2 rounds back to back interview. in each round  you face a interviewer in a small room. you may choose to write your code on white board or white paper. my interview provides me with his laptop so i can code on a google doc on his laptop.,i signed an nda and will therefore not share my interview questions. however  there are plenty of online resources and i found their advice to be accurate. not too difficult    answer question
2015-10-10 04:58:18.82,first  i have not actually heard back yet  but i had to fill out the offer field   it means nothing yet. overall  the interview process was smooth   i would say that i enjoyed both of my phone interviews. i heard back about scheduling interviews only a couple hours after i applied  which may be due to me emailing my school s google recruiter and a former ta who has worked there the past couple summers putting in a good word for me with the recruiter. google s interview process is overall pretty well documented and organized i think.,there were two questions per interview  one that tests more coding  and one that tests more problem solving skills.   answer question
2015-09-23 17:01:43.357,i got asked through for two rounds of back to back phone 45 minute interviews  followed by one other phone interview. during these interviews  the interviewer called and we went through a google doc. usually  there was one or two programs i had to write with an after discussion on time complexity  etc. i also had time to ask questions. they didn t ask about things on my resume  projects  everything was coding.,given a social network graph  nodes   people  edges   friendships between people  and a starting person  print the level of friendship for every other person with that person. that is  print the minimum number of  hops   edges  to get from the start person to every other person.   answer question
2015-10-22 14:12:34.897,pretty straightforward interviews  2 x 45 minutes  both within an hour of each other. i thought i did really poorly  but i still got an offer. i guess it s not about how perfectly you can write code on your first try  but more about explaining your thought process and communicating clearly. the questions weren t easy  but i don t think they are meant to be.,questions on arrays  trees etc. brain teasers   answer question
2015-10-19 19:11:25.353,i applied online after talking to a recruiter at my university. within a few days  i got an email about setting up an initial phone interview. the call was awkward and did not go well  i forgot a lot of basic material   and within a couple days i got an email saying i would not be moving forward.,No Question
2015-10-19 19:18:02.23,two technical interviews of 45 minutes each. the first interviewer asked three questions. one was a brain teaser  one was a data structure based question and the other was a java programming questions based on handler.,No Question
Date, Experience, Questions
2015-10-13 14:27:53.363,this was second time i m applying  after taking help from internal referral .. i had to ask  beg for   may be  get interview scheduled. last time  year back  i wasn t able to solve something in c or i wasn t able to write code at all in c. i have explicitly said i m good with python .. ok with  5 10  in c c  . i was asked just c programming question. same thing  and mostly  same question was asked. funny thing is write in c  like i ve said i m c expert   not  at all algorithmic question. so much surprised with hr telling me    last time you weren t able to code  when do you want to schedule  me  next week  been preparing for 5 months  she   rhetorical  really  much disappointed as review suggests completely opposite   you can get interview every 6 month or no concerned with language or data structure algorithm is primary thing to focus on.,how do you split given string into words.   1 answer
2015-10-23 14:22:00.9,the interview is just write code on google docs  phone interview   two hrs  45mins each  back to back. two interviewers will give review to hr. take 2 weeks to process,reverse a linked list in k chunk   answer question
2015-10-07 20:20:33.383,got an phone interview through online application. i was first asked to talk about the projects that i ve worked on and my areas of interest. the interview questions were easier than i expected  but i had some trouble picking good test cases. ended the interview with some questions about google.,linked list   answer question
2015-10-08 10:57:58.55,i was contacted by a recruiter looking for recent college graduates. i sent my resume to the recruiter  and soon had a technical phone interview set up for two weeks later. the recruiter sent me a couple documents with information on how to prepare  but they are very broad and not exceptionally helpful  maybe they are more helpful for the on site interviews . my phone interview was 45 minutes long and consisted only of three coding questions  which i had to provide solutions for in a shared google doc. the questions were a little bit out of the blue for me  and since this was my first technical interview  i was largely unprepared. i highly encourage working on coding challenges  like those on topcoder or codechef in order to prepare  since my interview didn t involve problems that involve  standard  algori about the projects that i ve worked on and my areas of interest. the interview questions were easier than i expected  but i had some trouble picking good test cases. ended the interview with some questions about google.,signed nda so no details here. but i can tell you if you review fundamental cs concepts sorting graphs  trees etc  you should be fine. just make sure you really understand what you are doing. i don t think they would ask you crazy questions on obscure data structures. just basics problem solving skills. also try to be original and honest when it comes to nom technical questions  such as  why google  . don t try to be unique and make up some weird reason. just tell the truth.   answer question
2015-10-08 10:57:58.55,i was contacted by a recruiter looking for recent college graduates. i sent my resume to the recruiter  and soon had a technical phone interview set up for two weeks later. the recruiter sent me a couple documents with information on how to prepare  but they are very broad and not exceptionally helpful  maybe they are more helpful for the on site interviews . my phone interview was 45 minutes long and consisted only of three coding questions  which i had to provide solutions for in a shared google doc. the questions were a little bit out of the blue for me  and since this was my first technical interview  i was largely unprepared. i highly encourage working on coding challenges  like those on topcoder or codechef in order to prepare  since my interview didn t involve problems that involve  standard  algorithms and techniques  i didn t need to code up a quicksort or dijkstra s or use dynamic programming  etc.  so it s good to have preparation in a diverse mix of problems. the recruiter called two days after the interview to say that they were not going to move forward.,given an array of integers  find the length of the shortest subsequence that sums up to over a certain threshold.   7 answers
2015-08-25 13:05:50.043,a google recruiter emailed me out of the blue. after three times of declining  1 month  since i wasn t that interested  i was contacted again so i thought  heck  sure  i ll take an interview . one week later the flew me to mountain view for the on site.  gotta admit google is very generous about the whole travel arrangements  free hotels  flights  meals  car rentals  etc  the whole experience was very pleasant for the most part. got the offer 1 week later. the entire process  from initial phone screen to when the offer was made  took two weeks. one thing i d like to call out and hopefully someone from google recruiting interviewing committee would take note is that they perhaps could do a better job at training their interviewers  not just from a technical standpoint but also from other nom technical ones  especially on  normal  common sense and human interactions. i know we here are all nerds and as such could be a little awkward  which i totally understand. but one particular interviewer made me extremely uncomfortable during the interview since he kept staring at me like there had been something weird on my face and made excessively long eyes contact. i had to look away multiple times. even when i was explaining my solution which is on the white board  he still stared at my face. the person s questions were good and had indept follow up. so while i d say he is a good technical interviewer  i still couldn t get over the awkwardness. this is no doubt thr weirdest interview i ve ever had. another minor thing i forgot to mention is that google make you stay with your host at all times. even when you need to go to the bathroom which could be right next door  the host would follow you and stand at the door waiting for you  which is a bit awkward when you re a woman and your host is not.,q1  there is an array of 10 integers. i will give you the start and end index of a range and calculate the sum of all numbers within that index range. do all validations necessary. will your code work if the array has 10 million integers    answer question q2  design a game of tetris. what programming classes will you have  only look at the programming side and do not worry about the graphics programming.   answer question
2015-09-11 12:15:27.12,onsite consisted of 4  45min interviews in which interviewers asked questions about graphs and string manipulation. lunch is with another engineer and a chance to ask questions and learn about campus. the interviewers did not ask about background or past experience and went straight into the interview question. also  there is not much time at the end to ask them questions about google.,matrix   given a nxn matrix  print the matrix in diagonal from left to right.   2 answers
2015-10-09 07:13:21.027,the interview process included two 45 minute long technical interviews. the interviewers were well prepared and helped me throughout the process. i asked a lot of questions regarding on problem they provided and i felt i did pretty well. towards the end  they gave me a glimpse on what products the were working on  which gave me a very good idea of the work culture. overall  my interview experience was very positive.,No Question
2015-09-06 12:58:01.69,screening was simple and much more like a conversation with just anybody. phone interview was bad. the engineer never provided hints or clues and the libe was dead on his side. the question was simple  but since he was late  he didnt even provide the time promised.,No Question
Date, Experience, Questions
2015-10-01 13:24:40.063,after someone referred me for a entry level full time position  i was contacted by a recruiter. we scheduled a phone chat in which she explained more about the role and interviewing process and answered any questions i had. she was very nice and helpful  then  she scheduled my for an interview on google hangouts with a software engineer at google  at a convenient time. the interviewer was nice and all the questions were technical. it started with a more simple one and then progressed with more complex questions  trying to optimize the code. the interview was 45 minute long and at the end i had the chance to ask any questions i had. the interviewer guided me when i was stuck with a question and was interested in the thought process  as well as in checking if i understood the advantages disadvantages of using one method or another.,they ask you to sign an non disclosure agreement about the interview questions.   answer question
2015-09-30 16:53:15.097,contacted by a recruiter who saw my linkedin profile. very brief phone screen with an hr representative  followed about a week later by a technical phone interview with a google engineer. he called about 7 minutes late  had a very strong accent  was using a phone with a poor connection  and did not seem to be focused on the interview  i could hear him getting facebook messages in the background . he also presented several things incorrectly  such as initially calling a list of numbers a set  which implies no repetitions  but later changing his mind to just a list. i eventually got the question right  but it took the entire length of the phone call and i believe there was another question that he wanted to ask. he also did not give me the 7 extra minutes at the end and kept reminding me that we were almost out of time. a few days later i got a call from my recruiter telling me they decided not to move on with the process. she gave no useful feedback and did not ask for nor seem to care about my feedback. all in all  i thought it was a fairly unprofessional experience and will probably never interview with google again.,find the difference between two unsorted sets  lists . interviewer eventually revealed that he wanted a solution in o n  time.   1 answer
2015-09-25 14:47:26.157,this was almost smooth. questions was not algorithmic difficult  but normal problems that would normal person encounter during work. interviews covered all areas from system design to algorithms. the process took all day and i was pretty exhausted in the end. one thing that i observed about google   if you solved all problems it is far from positive decision   this has to be almost flawless.,why do you want to work at google   answer question
2015-09-28 14:03:00.19,i first got in touch with a google recruiter via linkedin  and from there i was scheduled for a phone interview. this interview was a 45 minute technical interview in which i was given a coding problem and had to write code on a shared google doc while speaking out my thought process with the interviewer over the phone. once i passed this  i went into the new york office for a series of 4 in person 45 minute interviews. unfortunately my first interviewer showed up 30 minutes late  which threw off my schedule. but each of these 4 interviews followed the same pattern as the phone interview except that now i was coding on a white board. overall the interview process was great and has been a good experience for me. unfortunately i fell short of an offer  but it was still a pleasant process.,i won t give a specific question  but they asked things regarding recursion  dynamic programming  and other common computer science topics   answer question
2015-09-11 15:16:47.993,first off i ll say that there was a huge language barrier between my interviewer and i. he did not speak fluent english by a long shot. the choppy google voice connection mixed with him being fairly quiet didnt help either. he asked me questions like  what does it mean  when pointing to pieces of code  which i answered by explaining what that line did  which was not what he was looking for. in the beginning he also said to ask him any clarifying questions along the way  which i did. i had to repeat myself multiple times and he had trouble answering them in a way that made much sense to me. they are definitely looking for cs fundamentals. algorythms  data structures  runtimes  etc. you code in a google doc and they dont allow you to run or test your code  so you have to be pretty confident about writing the problem out correctly top to bottom. they didn t care at all about my practical  real world  software development experience  and instead only focused on academic cs fundamentals  as listed above. i even specifically asked if my industry experience was relevant  and they said no. so  in a way  i dont think it would have been a good fit for me anyways.,what is the runtime of  popular search algorythm   explain why.   answer question
2015-10-05 21:01:38.12,applied online and got a response within a week. the first interview i was asked to find the smallest node in a bst that falls within a given range. i coded a o n  solution but was later suggested to optimize it to o logn . the next round asked me to find common elements in two arrays. nothing too difficult.,find the smallest node in bst that falls into a given range find intersections of two arrays   2 answers
2015-10-21 12:21:31.737,fairly standard onsite  3x 45 minute whiteboarding tech interviews in the morning  lunch with a different googler  and then 1 more whiteboard tech interview in the afternoon. the interviewers were pretty cold  with a strong focus on writing down what i wrote on the board. not a ton of discussion  except for the last one.,given a sequence of intervals on the reals  write a program to calculate the total amount spanned by those intervals. now do it in 2d.   answer question
2015-10-11 18:58:12.327,google reached out to me after finding my resume in the ghc resume database. the process took around two weeks. i had two phone interviews while coding on a google doc before receiving an offer. they were very quick to get back to me. first interview had a little about me telling about myself before diving straight into coding. second interview was only coding. both interviewers were very good and responsive. phone interviews were back to back. i did find it strange that i was never asked to do an on site interview.,dp that involved matrices and graphs   1 answer
2015-10-27 15:42:52.043,had a phone call with a recruiter. question was oop. got a result back around 2 weeks after  proceeded to on site interview. on site was pretty challenging  a dp question to start off  then a design question  lunch with a google employee  question about characters  and a really hard dp question to end the interview with. no offer   ,two technical questions that were not too difficult   1 answer
2015-10-06 14:00:24.43,interviewed in person at my school s campus after about 4 weeks from initial contact. had 2 back to back interviews. then waited 2 weeks before hearing back. my interview experience was really defeating and not positive  but from what i hear  google is notorious for having some really inconsistent interview processes  since it is so large . i know they don t try to make this the case  but that s just how it happens. best of luck to you if you attempt   it s all about luck with who you interview with. this was my second time applying for this position  the first was similarly not great  but i have some friends whose interviews went really well.,No Question
Date, Experience, Questions
2015-10-07 18:07:45.32,quick phone sync  very simple questions and explain interview process. then 45 minute interview with software engineer. my software engineer decided that he had more important things to do and got off the phone for 10 minutes  coming back to say   sorry someone came in my office.  at that point i no longer wanted to work for google  and didn t take it seriously. he was nice enough but completely disrespectful. i did not get offered a trip to mountain view.,imagine an employee structure. how would you find the lowest common manager given two employees  code the structures and functions required.   answer question
2015-10-24 07:09:04.58,one phone screen with the recruiter and a technical phone interview. entire process was great until the technical interview. dude was a total   hole and didn t care about my personality or anything.,code rand min  max  with a uniform distribution   answer question
2015-10-09 10:12:51.717,the process was good. interviewee helpful and clearly support my answer. and i was little bit nervous and our communication was good. it was my very first interview and google is pretty nice.,show me one image and implement some graph algorithm   answer question
2015-10-15 19:58:54.37,it last for 45  2 minutes with two interviewers. at first  i am nervous about the coding problems  but it turns out a great experience. there is no other interview question except coding.,cycle linked list  ambigram   answer question
2015-10-18 12:59:21.11,applied in the last year and didn t finish all of the process so reapplied again. this time talked to hr then scheduled a technical interview  but stop there. the phone interview was on phone and the sound quality was very unclear. did some coding questions using some online cooperative tools.,question about increment number represent by an array   answer question
2015-06-17 05:32:58.447,applied online and got back from a recruiter within an hour. had a conversation with the recruiter a week after and he said i can go straight to the onsite for interviews. i was interviewing many other places parallel so i scheduled the onsite two weeks after the day i spoke with the recruiter but they don t seem to care how quickly you take the onsite so choose time to give yourself enough time to prepare. there were five onsite interviews with one lunch with a developer  i heard that the lunch is not an interview . i had to write solutions on whiteboard for all of questions so be prepared. i never heard of any of questions they asked but studying leetcode and interview books helped me figure out ways to solve algorithm questions. all of the interviewers were nice and the interview felt like i m solving a real work problem with a coworker. think about time complexity and efficiency at all time when you come up with a solution. it took less than 2 weeks to get an offer. think this can be different for different people.,algorithm questions   answer question
2015-08-02 13:31:38.56,applied online and was notified two days later that in the coming weeks i will have an in person interview while google will be on my university campus. two separate 50 minute interviews with two different engineers. asked typical interview questions  one which caught me off guard.,write a function to add a set  x  y  to a set of disjoint sets in a certain pattern.   answer question
2015-07-28 11:21:38.73,the recruiter called me and setup an initial phone interview. the interviewer called me and introduced himself. he was difficult to understand because of his heavy accent. then he asked me a simple problem and asked me to immediately code it on the online whiteboard. the online whiteboard editor was really horrible and i struggled to type my code in. after i somehow finished typing all the while not giving me a break to think about the problem but to keep typing and talking   he asked me its performance. then i suggested the use of a different data structure to get better performance. basically the interview was horrible and not what you expect from google. on top the problem was an easy one  which needed some time to think before coding which was not encouraged . not what you expect from the best company in the world.,stream of num   answer question
2015-09-25 12:11:48.433,i was contacted by a recruiter in may for full time opportunities. i had interviewed before for an internship and january but i did not get an offer. the recruiter told me that she found my resume in their database. since i wasn t prepared to interview at that time  i asked my recruiter if i can give my phone interview in july. the recruiter agreed and asked me to remind her in june. i reminded the recruiter in june and i was scheduled for a phone interview in july. the recruiter gave me lots of topics to prepare. they mostly covered all the basics of computer science i studied in my undergraduate and graduate school. the phone interview took place using a shared google doc. i was asked 2 pretty simple questions which i coded and tested within 30 mins. however  there was a huge communication gap between me and my interviewer. the interviewer was not a native english speaker and was not able to understand my explanations. i was pretty disappointed as i thought that i messed it up even though it was no fault of mine.  note  this was the only negative experience throughout my process and it was completely overshadowed by the positive experiences later . the recruiter called me the following day and told that they wanted me to have a second phone interview as the first interview was inconclusive. i scheduled the second interview a week after. this interview was also on a shared google doc and my interviewer told me that the interview will be in two parts  one about cs fundamentals and the second would be some coding. for the first part we did not use the google doc and i was asked many questions about data structures  algorithms and complexity analysis. the questions will seem very easy if you are well prepared. the coding question was also pretty simple. two days later i was told that i have cleared the round and they want to schedule my on site interview at mountain view. i scheduled my interview a month later and the recruiter gave me a lot of material and links to refer for my preparation. the recruiter was extremely helpful and she even wished me luck a day before my onsite. the onsite consisted of 4 technical interviews and a lunch with an engineer. the lunch was not evaluative. all the 4 interviews were white board coding and they tested my coding  algorithm and basic computer science skills. the interviewers were extremely nice. at the end of the day  i was feeling very happy with the level of discussions i was able to have with the interviewers. my recruiter called me about an hour after my last interview to inform that she had already received a couple of interview reviews and they look pretty positive. 3 days later  my recruiter told me that she received all the interview reviews and the comments were very positive and that she would be sending my package to the hiring committee. i heard back from my recruiter about a week later that the hiring committee has approved my application and it will now go for compensation and executive review. a week from there  my recruiter scheduled a hangout call with me where she explained my offer.    even though the entire process was spread over months  it was a really pleasant experience. my recruiter was exceptional and she replied very promptly to all my emails and kept updating me regularly at every step of the process. now i am looking forward to join google the coming year once i graduate.,given a list of int  039 s where each number exists twice  except one  find missing duplicate in the fastest possible time.   2 answers
2015-09-16 23:14:00.647,i was an intern converting to full time. i had already done some interviews to get the internships  but they require two more interviews to become full time. pretty straight forward process. i basically told them i was interested in full time and they gave me two technical interviews before my internship was over.,No Question
Date, Experience, Questions
2015-09-09 18:13:16.013,prior to this round of interviews  i had 3 technical phone interviews back in january that allowed me to proceed directly to onsite this time. on site i had 4 technical interviews where i wrote code on a whiteboard  1 interview discussing my phd research and how i could apply it and my skills to google  and i went out to lunch with another employee so i had the opportunity to ask questions about the culture  projects  environment at google. overall experience was good. all interviewers were very nice and if i was stuck  most knew how to give a hint by asking a question or providing an example that my solution may or may not handle. recommendations  of course  brush up on all your coding and algorithms  and practice writing on a whiteboard if you can. also  be sure to optimize your whiteboard space as you write  make sure you go in there knowing how the work and experience you have done could apply to google. for me  my interviewer and i never seemed like we were on the same page so this could have been hurtful to me. downside  i asked my recruiter for any kind of feedback as to why i wasn t made an offer and so that i could improve my skills  but she did not give me anything.,nda  but typical linked list  array  and string manipulations involving sorting and searching  and one question focusing on computer architecture. asked to optimize for time and or storage and to discuss the trade offs.   answer question
2015-08-02 12:07:12.273,ran into the foobar program while searching for a programming related term. after passing several levels  was asked if i d like a recruiter to contact me. recruiter followed up and asked for resume. some time later  was invited for an on site interview. on site interview was very well structured a consisted of several coding tests conducted by separate google employees.,coding tests. unable to disclose any specifics.   answer question
2015-08-26 19:06:58.907,overall it was a great experience. i applied online and received a response from a recruiter two days later. the whole process took about 3 months and consisted of one phone interview and five on site interviews. the questions mostly covered algorithms and data structures with some design questions. i was also asked how i would test my solution the each problem.,how would you test an application like the unix cron utility    answer question
2015-08-22 13:47:55.443,phone interview. 2 questions  quite simple. print every tree paths from root to leaf. just use recursion way to do that. and the second one is to print good number.,asked about time and space complexity about tree paths question.   answer question
2015-09-02 15:17:24.187,the process was similar to others. i was able to skip the phone interview and went directly on site. they had an event planned out for all the interviewees that day  so the overall interview experience was good. the recruiters i worked with were great and helpful. they were able to assist me in everything i asked. there were 4 technical interview sessions  3 of them were fair but one of them was very unexpected and caught me off guard. i was told that half of my interview was going to be about front end stuff  since that s teral coding tests conducted by separate google employees.,how would you test an application like the unix cron utility    answer question
2015-08-26 19:06:58.907,overall it was a great experience. i applied online and received a response from a recruiter two days later. the whole process took about 3 months and consisted of one phone interview and five on site interviews. the questions mostly covered algorithms and data structures with some design questions. i was also asked how i would test my solution the each problem.,asked about time and space complexity about tree paths question.   answer question
2015-08-22 13:47:55.443,phone interview. 2 questions  quite simple. print every tree paths from root to leaf. just use recursion way to do that. and the second one is to print good number.,one of them asked me about the classes i took in college since i think he went to the same university. he then went one by one and asked me questions about the classes i was able to say. he asked about cpu cycles and bunch of other low level stuff.   1 answer
2015-09-02 15:17:24.187,the process was similar to others. i was able to skip the phone interview and went directly on site. they had an event planned out for all the interviewees that day  so the overall interview experience was good. the recruiters i worked with were great and helpful. they were able to assist me in everything i asked. there were 4 technical interview sessions  3 of them were fair but one of them was very unexpected and caught me off guard. i was told that half of my interview was going to be about front end stuff  since that s the role the recruiter said they are trying to fill. but none of them were  and one even asked very low level stuff.,algorithms  optimization of classifier  recursion  dp   answer question
2015-09-04 03:24:38.053,applied online fresh college grad position. recruiter contacted me very next day. two phone interviews which were both 45 min and technical. asked about discrete math  algorithm design using arrays and system design. called for full onsite interview. full day 5 interviews and lunch. asked about algorithm design  classifier optimization  background  system design  dp etc. all interviewers were helpful and friendly.,basica two algorithm questions   1 answer
2015-09-04 12:03:17.983,pretty good experience. recruiter got in contact with me and told me about the position. did one phone interview so far. have onsite interview left to do. nothing much else to say. nothing much else to say. nothing much else to say. nothing much else to say. nothing much else to say. nothing much else to say. nothing much else to say. nothing much else to say. nothing much else to say. nothing much else to say. nothing much else to say. nothing much else to say. nothing much else to say.,one thing is that the hr always ask if you have competing offers.   1 answer
2015-09-14 11:29:24.95,i was called by an hr to go on site. it has four 45 mins interview  and a luncn with one of the engineers. questions are fair  nothing strange or totally undoable.,No Question
Date, Experience, Questions
2015-09-12 02:15:55.8,preliminary interview with 1 interviewer  1 hour. first he asked me about a project i did and then a coding question. in the coding question he added some more difficulties to the question until its final version i described.,given a string which only contains lower case you need to delete only the repeated letters only leave one the resulting string should lexicography as smallest. i.e. bcabc delete the first b and first c   3 answers
2015-09-26 10:41:01.013,during the technical phone screen  the interviewer asked a couple conceptual questions first that i had to talk through and then went onto the coding part which seemed to be the main part. it was hard to understand the interviewer s accent during the interview and i had to ask him to repeat himself but overall he was friendly and it was a positive experience.,graph question   answer question
2015-09-24 14:04:34.763,on site interviews consisted of 4 45 minute interviews and an hour lunch. the entire flight  hotel  and other expenses were all paid for. the interviews questions were quite difficult  but not so difficult that i could not see any way to solve them. unfortunately i got thrown off by one of the first questions  which sort of put me in a bit of a stink for the rest of them.,implement a readers writers lock using mutexes and condition variables.   answer question
