Date, Experience, Questions
Date, Experience, Questions
2015-10-15 09:51:51.247,2.5 hours of phone interview was scheduled after getting call from intel   hillsboro  oregon campus as i was shortlisted during career fair at my university. 2 interviewers took the interview which was supposed to be for 2 hours but extended to two and a half hours. was a very good experience to try solving questions and the interviewers were also very friendly., questions based on resume  more knowledge based questions based on technologies stated in resume  problem solving questions  data structs  algos   puzzle  design based question  online restaurant management system   coding   answer question
2015-09-04 23:57:41.93,interview process was a series of interviews. first was phone screening. then in person. then another in person. just a series of in persons until you talk to the hr for comp package.,where do you see yourself in 5 years.   answer question
2015-04-02 06:47:54.68,interview was done via microsoft lync  like skype  and a collaborative coding tool where you can view code in real time. interview consisted of both several technical questions and several questions about background and experience. technical questions were c oriented  and the time given to answer them was rather limited. interviewer was impatient and the interview itself was full of tension.,questions about inheritance  polymorphism  and pointers in c.   1 answer
2015-04-19 19:04:43.05,the overall experience was not so great. they took whole 4 weeks to send a confirm process letter. i was very disappointed. i felt very sad too. such a good company.hope fully looking forward to the interview again. when and where the details are to be known soon. not known too.,basic computer software questions   answer question
2015-07-25 00:33:26.293,it is a nice experience. first round was phone interview  and invited to be onsite. talked to 5 people in 4 hours. they are patience and provided clear explaination for questions. it was white boarding coding. computer basic questions  algorithms and data structure,describe how you d create a clock within 10 minutes   answer question
2015-04-16 23:58:28.497,difficult.. had a lot of unexpected questions  there s not much else to say. they do try to filter out people that don t know what they re doing. great office and great atmosphere. they recruit quite aggressively.,what exactly happens in a computer system when there s a keyboard input interrupt  and how does the cpu process that instruction.   answer question
2014-12-30 10:42:39.76,i was contacted by two different teams on the phone for a  get to know you  call. i received a technical follow up call from one of the teams that did not go very well. it was my mistake that i wasn t very prepared. so study up on things you think you already know  then i came in for long day of interviews with people from the other team. it was i think six different interviews ranging from technical puzzle to coding to questions on how i work with others. the environment was very relaxed  casual  and pretty comfortable. because of my first screw up on the phone i had put a week s worth of hard studying reviewing so i was well prepared for these interviews  and they went really well.,questions regrading c were difficult as they wanted for operating system debugging. so you need to know all about c and it s good if you read any c book to get idea about some detail orientated questions.   answer question
2014-12-11 00:07:21.393,applied from career fair. took 1 week to get interview. they contacted via email and set date and time for one hour of interview. questions were from three areas only. 1  c  2  operating system  3  computer architecture. operating system and computer architecture questions were easy  but not c.,what is the difference between pentium 4 pipeline and risc pipeline. what is the first instruction that the cpu executes. write the pin diagram of 8086 processor.   answer question
2014-11-10 10:53:00.047,the overall process was smooth and streamless  occurring within the span of a week or so. the interviewers were professional and friendly  and were attentive throughout the duration of the interviews. i was asked multiple questions regarding my personal goals and what i would like to accomplish at intel. additionally  i was told that i would have a good amount of flexibility within the team as well as ample resources to bring up my questions or suggestions to higher ups.,No Question
2014-11-05 21:15:16.823,i got referred by an acquaintance to the windows os team at folsom. the overall interview process was around 3 4 weeks. i had an initial round of phone interview which concentrated on general operating system concepts. i was invited for an onsite interview at folsom  ca. it was the worst experience that i have had in an interview. i think that the decision regarding hiring was made well before actually even interviewing me. there were 7 rounds of technical interviews. first round was good with generic discussion about my projects  operating system concepts etc. second round was by an engineer with no proper communication skills  he was rude  unwilling to hear to my approach to problems. this was supossed to be a x86 coding round when i had no where listed that on my resume. most of the rounds were primarily concentrated on computer architecture when i had very limited knowledge on the same. the interviewers seems very inconsiderate of the fact that i was a computer science student and not a ce student. the lunch interview was a pain  right from the moment we left the meeting room  till we came back the interviewer was constantly asking questions  with very limited time given to even have my food. i was expected to code on paper even the lunch interview round which seemed pretty insane to me. the worst part was the same team at hillborough had no ce questions at all that were asked while interviewing the candiates.,No Question
Date, Experience, Questions
2014-11-05 14:15:05.303,have two rounds of behavioral interviews instead of the typical one. first round was more of getting a sense of which department best suits you and then they send you off to another interviewer in that field to ask more behavioral and then more position specific questions.,tell me of a time where you used new technology to succeed   answer question
2015-01-20 00:33:13.79,fairly straight forward process. hr interviews  google hangout technician interviews  the works. position and team were interesting but salary could not compete with other offers. hr is responsive and on time. the overall process is quick and painless.,truly a broad assortment of knowledge. nothing too difficult though  honestly one of the easiest and smoothest processes.   answer question
2014-10-20 15:27:37.047,best i ever had. professional and focused. friendly interviewers and very respectful and committed to the hiring process and to the candidate. hr was somewhat a bit slower than the technical stuff during the process,please explain what is the garbage collector and how it operates.   answer question
2014-10-18 17:22:53.67,had initial phone interview in which they asked puzzles followed by day long interview  they went through entire resume  technical questions regarding skills in resume  some behavioral questions like how would you handle situations in a team setup  some puzzles ,what would you do if your teammate is not doing what he is supposed to do   2 answers
2014-11-21 17:19:23.27,i was very impressed that the process moved so fast. no delays. the whole process took a fraction of the time it would take at other big companies. had two rounds of phone interviews then was called onsite. at the onsite interview i had 7 rounds of interviews  one hour each. the first was with senior manager and focused on behavioral  goals questions and then basic questions from what i had written on my resume. the next 5 were technical. i was tested on c  java because that was what i said i was most comfortable with. questions ranged from knowledge of the language e.g questions about how the garbage collector in java works  to coding questions on trees  pointers  recursion  string manipulation  arrays etc. some interviewers also asked computer architecture questions e.g. caches  superscalar processor design etc... the last meeting was with project manager. asked few questions concerning whether i liked group members and projects being worked on. all in all the interviewers were very focused  professional  bright and helpful. it felt more like an interesting intellectual conversation than an interview.,was related to stacks. can t say exact question   answer question
2014-09-26 10:35:54.373,they were very nice  only two technical questions. they had a bunch of behavior questions. they wanted to see that i was well rounded and easy going. the interview was a positive experience for me.,describe a new technology and how it affected you.   answer question
2014-09-19 18:29:02.197,applied online   got an email for setting up phone interview call. first interview call   directly with the hiring manager. asked about past exp and resume then simple os related questions and then some moderate level questions second interview call   with the team lead. average os related questions,nothing much difficicult   answer question
2014-09-02 20:33:49.117,the process takes one day and goes smoothly. different interviewers focus on different domains  such as programming language  document reading and understanding  team cooperation and others. it is not easy to answer all questions. you need to think fast and give good answers. these interviews are quite smart. the technical questions are well prepared.,when the task is impossible to finish within the given deadline  what should you do    answer question
2014-08-13 23:49:10.623,was an intern in the same team. worked hard for 3 monthsand manager converted to full time with out interview. there was just a phone interview for internship. he was impressed with my skill sets and gave me internship oppurtunity.,no questions asked that were difficult.   answer question
2014-09-13 09:56:46.37,i was working as an intern and applied through internal website. there was an initial talk with the hiring team about my current project. then two weeks later  a full day interview was scheduled. multiple areas of computer science curriculum were tested. one round was on virtualization and communication stack in vms  one round on networking  one round was on graph theory.,a question related to graph isomorphism was asked   answer question
Date, Experience, Questions
2014-06-19 11:25:32.577,applied online october 2013 and called for a phone interview in may 2014  so don t lose hope . 20 min phone screen. called for on site which was 4 rounds 1v1 each 45 min  2 tech and 2 behavioral. interviewers were very cool and very helpful too. it was a fun and pleasant experience on my side.,varied behavioral questions. technical focused on oops concepts explain 4 pillars of oop with examples . was asked to write code to print the largest number in an unsorted integer array of infinite size. although the position was for c   they were cool about me coding in java.   1 answer
2014-06-13 07:59:02.027,applied online for several positions at a smaller intel facility   100 people . took about 6 weeks for them to contact me by email saying they were interested. i then had a 30 minute phone screening which was primarily discussing my background. i was not asked to solve any technical problems. i heard back within a couple days that they wanted me for an onsite interview. onsite interview was 4 hours long and consisted of meeting 6 people  two managers  two team leads  and two engineers. mostly discussed my background and quizzed me on it. engineers had some design questions for me. notably not asked any algorithms questions. finally i took a written test where i had to analyze and write some different code fragments. was not difficult.,i always have difficulty answering the more personal questions    what makes you frustrated at work  the technical part of the interview was not challenging for me because i had a strong background in the material.   2 answers
2014-03-13 14:58:44.61,initial phone call interview  basic questions about your projects and then covered concepts of operating systems  computer architecture and driver development. selected for onsite interview.total of 6 rounds of interview.each interviewer making sure covering different topics  os computer architecture  intel architecture  synchronization techniques  data structures  programming. took out for lunch and had a series of hr questions and generic technical questions related to resume and background. reimbursed airfare hotel.,gave a modeling problem.interrupt scenario and its consequences.   answer question
2014-03-20 20:19:27.57,had a phone interview with many small questions related to computer architecture  operating systems and programming. then offered onsite interview. onsite interview was with 5 different people. each kind of tried to cover different topics. again questions came from computer architecture  i o  memory hierarchy etc.   operating systems  cache consistency  virtual memory etc.   programming  c c   assembly . last interviewer asked more general questions what would you do if you were in this case  what do you think about future of computers etc.,not about being difficult but they kind of tried to focus on and ask about things that i haven t mentioned in my resume or told them on phone interview such as virtualization  assembly programming etc. if you were looking for someone who already have experience with all of those you shouldn t have invited me for onsite. or at least do not take them into account and look whether i can learn them or not.   answer question
2014-02-18 23:40:09.42,apply through employee referral. overall if was good,behavioral questions   answer question
2014-03-08 15:31:09.37,applied for full time position at a university career fair. they were very interested in my phd background. they gave me a phone interview after few days. the interview was one hour. i was asked about cs topics like  os  computer architecture  algorithms. after that i was offered an onsite interview.,os  preemptive scheduling critical section deadlocks  semaphores  testandset assembly  function return  interrupts table computer architecture  atomic instruction virtual memory tlb numa  msi caching algorithms  trees linked list   answer question
2014-02-11 20:39:18.1,just kind of called out of the blue. they didnt really interview me on much just asked basic c questions. kind of easy to tell you the truth. if you have taken any sort of class in c your golden.,most of question about os synchronization  mutex  semaphore  interrupt service routine  i o handler  msi cache coherence protocol.   answer question
2014-01-29 15:35:23.01,submitted resume in on campus career fair. one week later  phone screen. no further information yet.,lot of low level questions on how virtual memory works  security and the different levels of encryption. mostly about windows  even though i m a mac guy.   answer question
2013-11-20 09:05:01.41,met with a manager on campus and scheduled an on campus interview. i had 4 back to back  each being an hour conducted by different people. it was very easy  almost conversational rather than an interview.,detailed experience in testing building new os for a new os.   answer question
2013-11-21 21:23:15.603,it is an interview over phone call. firstly  the interviewer introduced their teams and respect works. it is a team working on super computers. as a software team  they are doing testing in this new super computer. it works on a different os other than linux and windows. then after introduction  they ask me about my related experience in these fields.,No Question
Date, Experience, Questions
2013-08-30 14:38:15.743,i applied for a contract position here and i was interviewed by a manger who has 16 years experience at intel  portland. i have a experience of 5 years in the software industry and i was applying for jobs after a 2 years break in my career due to family reasons. i had worked on a startup idea and built and published an app and that was my recent experience. the manager just started off by belittling my skills and experience. his exact words were  why did it take you so long to complete and publish this application  wasn t there any one behind you with a stick  to beat you  while you were working on this app   . i was horrified by the language used by the interviewer and i never followed up with them with the next steps after this experience. i was not asked many technical questions or anything about my previous experience. i don t know what was wrong with this interviewer or if any other interviewer was shadowing him  but i also found him giggling and talking while i was answering his questions. if they did not find my skills aligned to the position during the interview or if they already found another candidate for this position  there was a dignified and decent way of letting me know about it. i found an amazing opportunity with a company larger than intel and i am very happy at my current position.,how old are you   answer question
2013-08-19 13:40:32.39,lots of questions about searching routine,their manager from oregon asked me to justify my gpa which was 3.5..asked why 0.5 was missing..   1 answer
2013-07-14 13:38:11.64,first 2 phone calls  then i was invited for on site interview. next week the offer was extended.,everything was expected   answer question
2014-06-17 16:00:10.183,systems software knowledge will be tested thoroughly. be familiar with x86 architecture. be confident and truthful. most people are friendly  very smart and warming. one of the best places to interview and to work for ,how to find a missing element in an array   1 answer
2013-06-13 12:00:37.377,had applied through job fair.got a call from manager. had an hr round. then was called onsite for interview to arizona. four rounds. one hr and 3 technical. asked a lot about c  and asp.net. a little database concepts too like normalization...etc also had kind of a lunch interview at the cheesecake factory..,coming from a c   world  what does the static keyword do in a normal c program.   1 answer
2014-09-17 13:46:14.767,i was interviewed last summer. one phone and then onsite  which consisted of 5 interviews  all 1 1. i was interviewed in chandler  az and the questions were pretty decent. it involves some thinking and knowledge.,  write a spin lock   bit manipulation questions   answer question
2014-07-31 10:30:07.587,first i had a written test about linux and basic programming questions. then i was invited for onsite interviews. two engineers asked me programming questions like sorting arrays  finding elements on it  time complexity  etc. i had to write in a whiteboard and explain my answer.,i was asked some simple puzzle questions too. like river crossing one and also how to measure 4 quarts with 3 and 5 quart mugs in hand. some mathematical type puzzle questions simple ones. i stumbled upon a very simple array sort and merge as on concentrating on tough questions i couldn t solve a very simple question.   answer question
2013-12-12 09:13:45.31,called up by hiring manager and enaged in an hour long phone interview that seemed to center around all of the classes i was taking at that point. flown out to oregon and engaged in four separate interviews. two of them were more software oriented. one discussed career desires  and one was mostly held because the person was asked to and had no interested in it. technical interviews revolved around c questions  code analysis  and language theory.,No Question
2013-05-27 20:50:49.567,an engineer contacted me and asked some questions regarding my resume and work experience and then asked to come for an on site interview. no formal phone interview. the on site interview was for about 5 hours with 5 engineers. no hr interview.,No Question
2013-03-18 13:02:26.047,i was contacted on jan 2013 telling my resume was present in their system and they would like to consider me for a software engineering position in the manufacturing department in hillboro  or. i took phone interviews in 2 weeks and was invited onsite in a month after my phone interview. the interview over the phone was mainly a discussion in my resume   technical questions on the skills listen on my resume  simple array program. i was asked to coordinate with their travel agency in booking tickets and hotel. the hotel shuttle took me to the main ra1 campus. i checked in  got my guest badge and was escorted to the interview room by a representative. i had 4 rounds of interviews with 3 to 2 people every time. met 9 different people over all and also continued over a lunch discussion. i was asked behavioural questions most of the time and some technical questions like writing a piece of code on paper. mostly objective questions were asked based on the concepts i listed on my resume. i got a reply the immidiate evening telling i have a good feedback and will be let known next week about the next step in the process. next week i was told offer has been initiated and was asked to provide my visa  employment history details. and by the end of that week i was told i have got an offer and would be contacted soon,No Question
Date, Experience, Questions
2013-03-08 13:03:52.42,applied through intel s website...... after a few weeks was contacted by the hiring manager...the manager of the group where i applied.... asked me questions regarding my cv.... asked about few projects that i had on my cv... then some behavioral questions...but no technical questions... then informed me that i will have 1 or 2 technical interviews..... the only problem i had with the procedure was that one of the interviewer send me an email without explicitly telling me that it is the same position i already had my pre technical interview and asked me for sometime on the same day.... i took it as a pre technical interview of another position...  as i applied for multiple intern positions so i wasnt sure .... my mistake was to accept the interview request.... i wasnt ready for it at that time.. and i was not properly informed.,questions on string comparisons and checking different attributes   answer question
2013-02-28 12:25:44.457,interview is scheduled very quickly  and i did answer all the questions  and they said the background matches  but after that no response. i think they do not like my age. overall i feel i wasted too much time on intel. i will just accept the other offer and forget about intel. i also noticed the company moral is a bit low  probably due to layoffs  and manager keep saying needs vp to approve for hiring makes me believe that they are trying to control if not cut costing.,no unexpected questions  all normal embedded questions which are pretty common   answer question
2013-02-24 12:31:27.217,4 tecnical rounds and 1 hr,implement producer consumer problem   answer question
2013-02-23 22:16:13.487,send my resume to the hiring manager and got an one hour phone interview one month later.,1. how is virtual address translated to physical address  2. how to avoid conflict when two thread are trying to access one resource  3. how to debug memory leak    answer question
2013-02-24 21:10:28.19,submit cv after 4 months long wait. finally got hr s email says i am best fit and hm is very interesting on me. hm is gonna talk to me in following days. but both hr and hm are quiet another month and ask immediate talk.,hr phone screen is nice  hm politely reviewed my skill and ask some experiences  he said couple times i am best fit in several candidate screen. 3rd interview set by foreign born technical guy with accent. nothing difficult  but he focused on many trivial questions  rude and frequently cut off my answers. most are chipset spec questions. this interview was very odd  he seemed mostly interested in demonstrating his own expertise in how familiar with chipset registers offset and bits function. i know these chipset features  but i didn t memorize it prior this interview. those register bits are not notable and no need to recite everyday. just open spec to get it in seconds. he questioned me many times  why i cannot memorize these registers address  it is very important blah blah blah.   answer question
2013-01-29 21:25:33.907,entered resume in jobs online. called by manager and phone screened. general questions about work experience. brought onsite to speak with one lead architect  three senior engineers  one junior engineer  and the manager. most talked about previous work experience. one very technical interview.,when i click on the screen what happens    answer question
2013-01-22 11:00:56.81,1 hour talk   8 individual 1 hour interviews,how to find a list is circular   1 answer
2012-11-07 16:36:51.87,oncampus hr and technical interview was called onsite after a week. in arizona. 6 technical interviews with various members from junior to hiring manager,algorithms questions   binary trees   answer question
2012-11-28 11:48:51.323,met recruiter  who happened to be the us intern program manager in the us for intel  at a resume workshop here on mit campus. we spoke for a bit about my resume and he told me i should apply to intern at intel so i did. i corresponded with him over email here and there and gave him updated versions of my resume  in response to critique he gave during the resume workshop . after a month or two he said he was ready to start the interview process and the way it worked is that he tried to match me to a group so i was supposed to interview with individual groups. the guy from the interview really liked me i guess and i only got to interview for his group  intel architecture group. questions were very easy standard  what is a class. difference between abstract class and interface. what is polymorphism and why is it useful. shallow copy vs deep copy. vtables. a very simple  algorithm   question ,given a list of numbers from 1 to 100 with 1 number missing  find the missing number    3 answers
2014-04-27 12:44:37.323,interview process include an initial interview and one day on site. for the on site you will have 4 5 technical interviews  and having lunch with the prospect manager.,i am asked to print out all the possible letter combinations on telephone pad when you punch in a 7 digit number.   1 answer
Date, Experience, Questions
2015-10-11 20:54:56.34,no interview  just a phone call. i was a freshman in college. i knew someone at the company and the work they had planned wasn t product work  so i got an easy in. it wasn t that hard  just had to answer a couple of questions about my experience and what i did so far.,what languages do you know  what projects have you done    answer question
2012-07-22 15:48:32.917,telephonic interview,basic c questions virtual function os concept page fault  segmentation digital concepts difference between flip flop latch  code to create a node in linklist list etc   answer question
2012-07-31 17:17:18.61,there were couple of phone screening interviews. this was followed by 6 rounds onsite.,some code questions   answer question
2015-06-22 14:17:12.933,process was easy to moderate. overall experience with hr and hiring team was great. after the first telephonic interview  i was called onsite and the onsite interview had 9 rounds.,algorithms  dynamic programming  bit magic  puzzles  advanced data structures   answer question
2014-04-04 13:33:06.407,was selected in rush hiring event which is for recent college graduates. since i had graphics courses in my resume  i was called by 3 different teams for interviewing on the same day for graphics software engineer positions. one of the teams finally selected me   ,no such question comes to my mind. since i was applying for graphics developer positions  most of the questions were focused around graphics pipeline.   answer question
2012-05-31 12:12:31.11,met the hr in campus. applied  had a 1 1 interview on campus  then one more over phone. finally was called on site to arizona chandler. had 4 interviews there from the team. 2 coding and cs interview quests. 1 was a talk with the hiring manager and last was a design oriented interview. looked well  thought i would get through  but no. got the standard reply mail   thank you for applying ,tell me what you know about hashing   answer question
2013-03-15 16:43:31.473,recruiter called me for a phone interview,difference between l1 and l2 cache...   1 answer
2013-12-31 02:13:07.55,phone call and then two rounds of on site,synchronization  semaphores and monitors     1 answer
2014-09-28 10:47:05.32,entered the company through a competitive co op program. interview was conducted with a representative from many other companies who would receive a lottery pick at the end of a day. picks were chosen based on a companies preferences and who was available at the position in draft. interviews only took 10 minutes and were a mix of behavioral and some technical questions  specifically preferences.,how can you reverse a string in c    answer question
2012-06-04 09:11:19.553,someone called me out of the blue because they got my resume out of a conference job fair pile. i had 1 non technical phone screen  1 technical phone screen  about an hour   and 1 all day interview on site. i didn t think the process was that hard in retrospect  though it was stressful at the time.,here s a linked list. insert  delete  and move a node.   answer question here s a piece of code. find the bugs.   1 answer
Date, Experience, Questions
2012-03-27 17:38:59.49,i applied initially to intel job site for this position. i got a call from team member who did initial screen interview for 30 mins. he verified my experience and asked few basic technical questions. after that i got a call from recruiter saying i need to be in san jose for technical interview with team in 1 week. they made all arrangements for travel and stay. on the interview date i met with the team and had one to one interview with each team members. we quickly realized that my skills were different from what they were looking for. all in all  very good experience. would defiantly consider intel for future opportunities. one more advice  if you are going for software position in device and platform team  make sure you know basics of operating systems very well.,difference between mutex and semaphore. how they are implemented.   1 answer how linux system call works in details. how does user space and kernel space communicate     1 answer
2012-02-25 20:55:38.613,i received an email from my department asking me to send my resume to a software engineer position at intel. i sent my resume and after about a month  i was contacted directly by a team lead from the power management group at intel. they asked me my preferred date and time for the phone interview and i scheduled it a week later.,strategies for power management in multicores   answer question how do sequential circuits work   answer question explain about pipelining   answer question
2012-02-08 17:17:30.18,i had an interview with the sttd team at intel. it was a four round interview for the software hardware engineer position. the team sort of involves the employee in lab work and software development jobs. they asked me questions on comp architecture  os  software development and simple circuit analysis  c  . circuit analysis   with a simple resistor  ammeter and diode   was asked to check if the diode is forward biased comp architecture   virtual memory  difference between ram and rom  advantages and disadvantages  caches  levels of caches  what is the whole point of so many levels of cache  cache coherency os   how do process communicate  multithreading and multiprocessing differences c     pointers  references  object oriented concepts,what is cache coherency  how is it maintained    answer question how do processes on a processor communicate    answer question
2011-07-26 10:20:07.087,i got an email requesting an interview. the interview went good  it was all technical. however  i didn t receive an offer.,tell me about a project you designed   answer question
2011-08-25 11:40:31.13,contacted by a recruiter  talked for 5 minutes about general stuff... my interests  what the position is about  the group at intel. a week later i was notified that they would like me for an on site interview in a week. at the on site interview i met with 7 people during one morning... 8am 12pm. this being a software engineering position i expected at least some technical questions  but i received none  the only technical question was one casual  can you code  . to which i replied yes of course. every interviewer asked me what i did for my phd and we generally talked about my work. it seems that the most important thing for them was to determine whether i ll be a good fit with my vision  interests and prior experience. i would say personality is definitely another thing they look for even though you may not notice it. people in this group seemed pretty young and open minded... especially the group leader  boss . the position in itself wasn t really the  code in the trenches  kind and it has quite a bit of flexibility and requires creativity and novel approaches. perhaps that s why they were more interested in the vision and interests than coding.,why would you be a good fit to this group    answer question questions about my phd work where i had to justify my decisions. they were difficult because the questions were coming from a different perspective than i would typically meet in academia.   answer question
2015-08-12 09:31:23.313,technical phone interview which asked me questions about the technologies used in my resume. day long behavior and technical interviews on site where i was grilled and had to write code on a whiteboard.,how can you describe an opportunity to show technical leadership you amp  039 ve had in the past    answer question
2015-10-15 08:54:02.707,the process was several technical and behavior questions. for example  do you have any experience with model view controller architecture  do you have any experience with 3 tier architecture  what is agile software development  are you familiar with scrum  what is scrum ,the process was several software development technical and behavior questions   answer question
2015-05-18 09:45:55.947,the interview comprises of a telephonic round and an on site interview. both had questioned related programming. intel heavily relies on microsoft technologies  so knowing them is a plus. phone interview comprised of few verbal technical questions and then i was asked to code a small program. the time allotted was 15 min. the code was judged on thought process  clarity of concepts and how easy it was to understand for a fellow developer. onsite interview comprised of 7 8 rounds with a lunch break. it went from 8 am to 5 pm. there was one behavioral round  two problem solving rounds and all others were technical coding rounds. though the interview process defer from team to team  there is no set pattern. i have seen people get jobs based on 1 hour onsite interview.,what would you do if you were managing a team and the team was unable to solve a problem technically and the deadline was approaching  will you sit down and code it yourself  be furious at the team blame them for failure and complain to upper management etc. the follow up was   what will your do if you had two months before your next project started. sit and relax  ramp up team skills  etc etc.   answer question
2015-07-19 22:19:05.01,phone interview followed up by full day interview session. met with many people in 1 hour back to back interviews   exhausting. each person covered a different area with some overlap. ok to not know the answer to come questions   not ok on other types of questions. new hires need to be ok asking questions.,behavioral  logical including  moti carlo algorithms  and electrical questions.   answer question
2011-05-21 18:45:34.32,was initially contacted by a recruiter on linkedin and set in my resume. several weeks later was contacted by intel for a phone interview. the interview was scheduled for the following monday. it consisted of some very basic questions about programming and software engineering as well as some behavioral questions. the interviewer s manager called me later that day for a follow up interview and the day after that  tuesday  they scheduled me for a full day on site interview for that thursday. the on site interview consisted of eight one hour interviews  one of them over lunch. they asked a lot of technical questions about a variety of topics  many behavioral questions  and i covered the whiteboard in the conference room with code several times. i have been selected  but the hr manager has been out for the week and will be contacting me on monday to present an offer.,implement a class structure for a deck of cards.   answer question
Date, Experience, Questions
2011-05-11 12:09:03.42,started with a phone interview with hiring manager  the manager i will work for . then  phone interview with one of the team members. they then flew me out and i had one full day of interviews. unlike interviews i had at other tech companies  this interview focused more on your background and the specific skills required for this job. algorithmic and oddball questions were rare. most of the questions were on knowledge of c  and c languages and some data structure questions. this may not be the same for other interviews though. i was also a college recruit.,how does ssl work    1 answer
2011-04-14 23:10:10.853,phone interview followed by an on site meeting a week later,computer architecture   answer question embedded systems   answer question
