Date, Experience, Questions
2013-03-06 22:05:58.903,one round ocr followed by one round of phone interviews. questions were actually pretty straightforward. in the end i spent 6 weeks in host selection before being told they couldn t find a project. i made the mistake of not recruiting during the host selection process  hedge your bets and keep other options on the table.,signed a nda   answer question
2014-02-24 19:49:06.813,was referred by a current employee. had an initial phone interview with 2 current engineers. was asked two somewhat difficult questions as soon as the interview started  without any introductions. i found one of the employees very difficult to hear  with a bad phone connection and a thick accent on his side  it was not an ideal situation. i found the recruiters i talked to very accommodating and responsive.,i was asked a few testing questions  which was unexpected since i wasn t applying for a testing position.   answer question
Date, Experience, Questions
2013-03-28 10:16:26.89,two 45 min interviews  first talk about resume and two basic coding questions  hashmap and newton raphson functions. second  talk about two basic coding questions  hashmap and flatten iterator. i didn t work out the iterator question and finally get rejected.,flatten iterator   2 answers
2013-02-16 13:07:42.75,i applied online  and the hr contacted me that he needed my information  including time slots for interview. the interview was purely technical  with just introduction about myself in the beginning. it was divided in 2 calls. each call was 45 minutes  separated by 15 minutes break and different person. we used google docs for the live coding.,given a string and a dictionary. break the string into meaningful words.   4 answers
2014-05-31 14:54:06.577,went through campus recruiting. three interviews in total. two technical and one semi technical for host matching. first two were on campus interviews and tested for algorithmic and critical thinking skills. know your algorithms and data structures and you should be good. friendly and helpful recruiters.,the most unexpected question they asked me was why google  i said  why not google    answer question
2013-12-01 21:32:15.03,two rounds phone interview. each round last 45 minutes. round 1  compare whether two trees are the same. round 2  1. bag of words model. write the process of search based on inverted index. the follow up is given some attributes an array   how to filter the search result. 2. given the radius  generate a random point inside a circle,what is you biggest challenge in your life and how did you deal with it    1 answer
2013-03-11 14:29:53.937,applied online and through career services. got an on campus interview that consisted of two rounds of interviewers  for 45 minutes each. the first interviewer asked to find the length of the longest chain of consecutive integers in an unsorted set. the second interviewer asked to approximate pi  and to find a way to encode and decode a string.,find the length of the longest chain of consecutive integers in an unsorted set in linear time.   5 answers
2013-01-25 20:32:33.33,got in touch with with google through a campus recruiting event  talked to the recruiter and she told me to turn it in online. a month or two later i was sent an email saying that i had gotten an interview  i was so excited. i had two phone interviews  that were supposed to be 45 minutes long each with a 15 minute break between them. the first interviewer called me 15 minutes late so that was a little annoying. we didn t chit chat or anything and got straight to the problem  which was a board game problem  i won t go further because i don t want to breach my nda . when my interviewer asked me the question  my mind went blank and i had no idea how to solve it right away so i just talked my way through it. overall i felt i didn t do too well on this question and i took almost whatever time i had left in the interview to solve this problem. the second interviewer called about 1 2 minutes after the first interviewer hung up and he talked about what he did a little bit and then we got down to the problem solving. again  i don t want to breach my nda so i can t really say what my question was. i thought i solved this problem pretty well and it sounded like my interviewer was fine with my solution. we then talked about another problem and rather than having me code it  he just asked me to describe how i would solve it. after i did this  i asked him some questions about his history and what it was like to work at google and then we ended the interview about 5 minutes early because we were more or less done. it took google about 3 weeks to get back to me  it was a dreaded wait  however i knew after the first interview i wasn t going to get an offer. i felt that to get an internship you needed to blow both the interviews out of the park and i felt like i barely got by the first one and blew the second one out of the park  which wasn t going to be enough. overall  i was really nervous because this was my first interview with a big name company and i feel like that really got to me in the first interview. even though i didn t get an offer  it was really good practice because i ended up interviewing at microsoft and i learned what not to do in the interview  like be nervous  . i was able to remain calm during my microsoft interview and i ended up getting an offer there  which i don t think i would have been able to do unless i had this interview with google.,first interview  board game question second interview  one coding question  honestly i can t remember it for the life of me   and one technical question where i was asked how i would solve it   answer question
2013-01-18 15:14:24.13,overall a very smooth process. i submitted my resume and got schedule for two phone interviews the next day. then within a week i got notified i entered the matching process. in the next two weeks following  i was matched up with several projects  and ultimately received an offer in the one i liked the most.,write a sudoku solver   answer question
2013-01-26 13:00:44.057,the process started when i applied for a software engineering intern position online. the online application was relatively simple and included basic information such as name  address  education  work experience etc. it took approximately 2 weeks after submitting my online application before a recruiter contacted me to schedule 2 phone interviews. after several emails sent back and forth  both interviews were scheduled  one right after the other. both interviewers were very nice and helpful during the interview. each interview was between 40 and 50 minutes long. i had heard that sometimes the interviewers can be condescending and distant  but this was not the case in my interviews. both interviewers were very sincere and talked me through the whole process.,i am going to respect my non disclosure agreement that i signed with google. just know your basic data structures  algorithms  and be prepared to think on your feet.   1 answer
2013-01-04 14:35:26.267,submitted my resume online and was contacted within a week by my recruiter. she set up two 45 minute interviews for 3 weeks later. the interviews were back to back. i can t give details about the questions because of the nda  but the first dealt mainly with common data structures and algorithms   any computer science major should have been able to easily code the solutions. i got through about 6 questions with a few bugs along the way  mainly because of nerves  but the interviewer was very nice about pointing them out and giving me an opportunity to correct them. the second interview did not go nearly as well. i got stumped on the first question and ended up spending all 45 minutes on it  it shouldn t have been very hard  but it dealt with a concept i hadn t thought about for a while so i didn t know where to begin. the interviewer was not particularly friendly or helpful  he would correct my code as i wrote it which was a bit annoying and nerve wracking  but overall wasn t mean. by the end of the 45 minutes i had a working  although not at all elegant  solution. seeing as my second interview went so terribly i was shocked when i received an email the next day from my recruiter saying i made it to the host matching phase. i was in google purgatory for 3 and a half long weeks before i heard back from a potential host in boulder  co. my recruiter set up an interview for the following week. the host interview hardly felt like an interview  it was very conversational and was mostly him telling me about the position. he ended the phone call basically telling me i had the job  about 5 minutes later i received a congratulatory email from my recruiter  and was given the official offer the next day.,during the host interview  what is your favorite least favorite thing about the java language    answer question
2013-02-20 10:25:46.207,there were 2 rounds  45 min each and two problems for each round. they were straight into their questions. if you get stuck somewhere  they will give you hint. they hope to help you go as far as you can.,they gave me a piece of code  which uses function call and recursive structure and asked me to tell them what the code does. also  they asked me to design a database that satisfies some functionality.   answer question
Date, Experience, Questions
2013-09-24 10:46:23.55,contacted by hr and had 2 technical phone interviews. the first interviewer had a strong accent which has been a really big problem during the whole interview. he was trying to give tips and i made him type in google doc where i had to code. second interviewer was great  we talked a lot about the company and he was laughing to the jokes i made. questions were simple  don t study too much just repeat the data structures and test cases to verify the correction of your code. recruiters send an email telling you what to go over  it has bunch of stuff written you don t need to get frustrated  because they re way too complex and you will be never asked to implement them in 45 minutes.,none of the questions were difficult  just basic data structure questions.   answer question
2013-09-06 09:00:28.163,they ask most straightforward questions. i don t encounter those complicated and tricky ones out there. basically  they care a great deal about code quality. and i believe they also design the questions according to your background. so don t panic if there are things you don t know.,i think it s ok.   answer question
2012-12-25 06:16:43.97,an employee at google helped me submit my resume to their referral system. two days later a recruiter contacted me and asked me to fill some standard forms about my location preference and skills. then another recruiter asked me preferred dates for two telephone interviews. there were two 45 minute interviews and the interviewer were very well prepared. very standard data structure and algorithm coding problems. they helped me throughout the whole process. make sure that you think aloud and tell them your thoughts and concerns. do not hesitate to ask them if there s anything not clear. although i made some mistakes and got the final correct answer code after a lot of their hints  i was noticed one day after my interview that i had passed. then was the host matching process. someone including me  may think that if apply early  we would get an offer for internship if we can pass the tech interviews because google would match you to different hosts until summer. but this was not the case. now they have a new policy. if the recruiter can t find a host that shows interest to the candidate within several weeks  the intern will be rejected. it seems a lot of candidates who pass the tech interviews can t get an offer because no match can be found. after a host showed interest to me  we had a non technical phone talk  which was about half an hour. he first asked some experiences on my resume. then introduced his project and asked if i was interested. we were both satisfied and two days later my recruiter told me she will prepare an offer. one more week later i got a phone call from the recruiter about the offer and two more days later i got the offer letter. it s an intern position at mountain view. satisfied and accepted immediately.,no unexpected question   answer question
2012-07-19 13:15:30.127,applied online and was contacted the next day. interview scheduling was really prompt as well. there were 2 back to back technical interviews. the first interviewer asked a little about my resume and projects that i had worked on.,signed a non disclosure agreement so can t give exact questions. though they re pretty standard interview questions based on data structures  string manipulations etc. my best advice would be think about what you would like to ask the interviewer. i totally forgot to prepare questions and i felt like they were waiting for me to ask them something.   2 answers
2013-11-11 08:04:50.703,two technical interviews and group match interview,prepare all the technical interview questions  nothing really unexpected.   answer question
2012-03-02 12:53:12.14,long process  but interviewers were friendly. i can t compare  as this is my first internship  but it s a relatively smooth process throughout despite what some other folks have said.,signed an nda so i ll respect that   1 answer
2012-03-27 00:34:12.69,i was recommended by a google employee. the procedure consisted of two back to back phone interviews. questions were pretty standard. nothing too fancy. but i was asked to to use lists in java with which i was not well versed. so  i ended up googling during the interview   not good. the interviewers were not as friendly as i had heard  but also not harsh. a week after the interview  the recruiter told me over the phone that they were not going to go forward with the process   bummer. but they did not disclose any reason as to why.,write a method that generates a random sequence of numbers of specific percentages.   answer question
2012-11-27 10:08:45.19,it was a google hangout interview where i coded in a googledoc in front of an engineer. it was suppose to be a phone interview  which instead became a google hangout call. the process was standard with behavior questions  then a coding question  then questions for the interviewer. the person was nice and very understanding. they asked me to calculate the run time of my algorithm.,there were not too many unexpected questions. one was about how to parse a directory string.   answer question
2014-05-21 22:38:09.84,applied online after going to a job fair. was contacted for interview at career center. i was asked basic questions on java and its various features. they didn t ask any huge curveball questions  they asked things that most people should know at my level. generally  they only ask questions about the things listed in your resume.,redefine a function  signature given  to write data to a new replacement for an antiquated database  which you previously designed    answer question write a function to return the longest common prefix between two strings.   3 answers
2012-02-15 17:18:03.947,the interviewers were really nice. both set up online docs to code on so they could see me code. questions tended to be pretty open ended  so you could go where you wanted with them  but it did require that you knew the subjects the asked you about really well.,No Question
Date, Experience, Questions
2012-07-05 09:31:06.103,i had two in person interviews coding on a whiteboard. the interviewers were really friendly and offered lots of tips about what working at google is like. then  i waited to get a phone interview with my eventual manager. this last interview was really short and involved doing some coding online.,write an algorithm to insert a new value into a circular sorted linked list.   4 answers
2013-04-15 08:19:57.713,applied on line. initially 2 phone interviews and then one more phone interview.,do you know how to write efficient hashcode in java    answer question
2014-02-03 17:56:03.753,applied by emailing a hr person who is responsible for my school. luckily got an on campus interview  that replaced two phone interviews   then i was put into a pool of intern candidates. from this stage  it is stable matching between hosts and interns  that favors preference of hosts . it is possible that you get multiple interviews from hosts and choose one team you like. but it is also possible that you get no interviews.,in one of the phone interview  i was asked to write a code on google doc that reverses a linked list. that was somewhat tricky.   1 answer
2012-02-22 22:25:53.07,hiring process was very fluid. i applied online and was contacted by a recruiter to set up a phone interview. first interview consisted of standard algorithms questions and a creative prices question. i passed the first round and was set up with a second phone interview. this one was less broad than the first but the difficulty was greater. overall a good experience. recruiters were friendly and prompt in following up after my interviews. overall very happy with the process.,textbook algorithms questions   2 answers
2012-05-31 22:29:29.04,long  recruiters took awhile to respond,why google    1 answer
2011-11-08 19:07:38.777,asked typical cs style interview questions  eg. reverse a linked list  print all permutations of a set of numbers  graph traversal  etc. involved writing code on a whiteboard  followed by time space analysis of solutions  can this algorithm be improved  etc. also was asked other technical questions  explain what inheritance is  how does virtual memory work  etc  and had to talk about some of the points on my resume.,typical cs interview questions  as listed above   answer question
2013-03-13 13:32:01.963,i had two phone interviews and an interview with my to be host. all three interviews were 45 min each and the two phone interview were basic computer science questions. the host interview were specifically about the project to test my skills.,write down different versions for computing the fibonacci sequence.   1 answer
2011-02-26 18:57:18.287,i dropped my resume at university career fair  one week later i got the chance for the on campus interviews  which consist of two 45 minutes back to back interviews. unfortunately  on the day before the on campus interview  they told me that one of the interviewers will leave earlier so that only one back to back interview is available and the other will be changed to phone interview. i did well for the on campus interview but not so good for the phone interview. anyway  the interview process is supposed to be happy but turned to be not so good.,for a given maze  how to write a function to check if there s a way rom the top left grid to bottom right grid with obstacles in the middle.   1 answer
2011-01-23 05:04:08.343,i discussed my interests and my short term plan for the future with the recruiter. she was very easy to talk to and she seemed very interested in helping me get an internship at google.,what do you plan to do after college    answer question
2013-01-15 14:22:03.007,on campus interview  2 sessions    1 phone interview. on campus interview has 2 15 20 min sessions talking to one engineer. the senior one asked me about linked list and queue. the second one asked me  1  something solved by devide and conquer  2  digit dial on the phone pad  how to enumurate all numbers. i did good in the second one and badly in the first one  and that s why they want a phone interview.,enumurate all phone numbers by the digit dial on the phone keypad   answer question
Date, Experience, Questions
2011-10-14 03:06:47.777,my recruiter was very friendly. she was a little slow to respond to emails  but it wasn t too bad. the technical interviews were fairly easy. after the technical interview  there were project interviews. these were just to determine whether or not i would be interested in a given project  it was for my benefit more than theirs. i ended up turning down their offer the first year to take an opportunity programming for public health in cambodia  but they told me that i could go with them the following year without having to repeat the technical interview. the next year  my recruiter connected me with a project in google.org that i accepted., please define these random object oriented programming terms    answer question write this function  on a google doc     how many ways can you make change given the following denominations  ie  if numcentstomake is 6 and denominations is  25  10  5  1   then it should return 2  either a nickel and a penny or 6 pennies.   int numwaystomakechange int numcentstomake  int   denominations    2 answers how would you implement a web search engine    1 answer how would you find the shortest path between two nodes in a social network    7 answers you have a sorted array of real numbers drawn from the uniform distribution between 0 and 1. how can you quickly find a number in it  this was the last question. they had me implement it on my own and send it back to them.   1 answer
2010-08-07 08:14:52.947,i applied for the position online. after they reviewed my application  i was ask about my availability for phone interviews. the interviews were done during the same day with very nice software engineers. i heard back in about 2 3 weeks about my offer. the recruiter kept the process very transparent and kept me updated along the way.,reverse the word order in a string.   2 answers
2010-01-19 21:40:35.427,interviewing with google was not bad. they have a process of phone interviews  where you use google documents during the interview to write answers to programming questions. they ask a variety of computer science questions and are interested in seeing how you think. overall  nothing too surprising. the corporate culture seems very good  and this is what attracted me to the company in the first place. they seem genuinely interested in finding people who are excited by the prospect of solving challenging problems. the best questions during the interviews were the ones where the interviewer presented a problem from his relevant google project and asked for ideas on how to address it.,given this google product  how would you address this technical challenge  what kinds of algorithms would you use    answer question
2014-05-05 02:25:11.803,applied online before christmas  didn t expect to hear back at all  but in late january got an email and 2 45 minute technical interviews over the phone were scheduled. a couple of days before the first interview  i contacted the recruiter as i wasn t confident i have had enough time to prepare. my interview was pushed back a week  which was extremely nice of google. in the first inverview  i was asked to code a very basic  well known algorithm but the interviewer did not specify that in the question  it was more like  how would you do this   type question. then i was asked to walk through a sample input and explain how the algorithm would execute. finally i was asked how i would adequately test the algorithm. second question involved coming up with a solution to a problem involving 2 integer arrays. no coding was required  just an explaination of how i would go about it. second interviewer had me explain some object oriented concepts  even though i chose to answer in c. there were some ambigious questions about the google search engine and the google servers  which i m pretty sure i did not answer correctly. then i was asked to write an encryption function  and once i managed to complete it  the problem was made more difficult a couple of times and for each i had to rewrite the code to suit the problem. overall  i thought the interviews were not as hard as i thought they would be  and both of the interviewers were quite nice and patient  explaining concepts i did not understand  or helping me find the right solution. at the end of each interview i had some time to just chat with them  and ask questions  which i thought was great.,how does the google search engine work    2 answers
2014-04-09 04:45:55.76,i applied online and the process took 4  weeks   interviewed at google in march 2014. the process had two stages  interviews  followed by project assignment. the process was comfortable. all questions are framed to your personality and your cv  focus was on programming languages and algorithms. that was the trend for both. i was unsuccessful at the interview stage  i waited for a month to hear back from them after i had finished my both technical interviews. in my case the interviewers never asked any personal questions and we moved straight to coding so i found it difficult to blend in. the first interviewer was a bit unenthusiastic and intimidating which also threw me off a bit but the second interviewer i had was really nice and helpful in describing what we had to do properly.,how would you gather input from users  name  dob  address  and reprocate the same as output    1 answer
2014-03-31 08:40:26.62,applied online through their job portal and got contacted by a recruiter about 3 weeks later and was scheduled two technical phone interview. the first round went well but the 2nd one with a different interview was much more difficult. he asked me something about databases and i said i haven t learned that yet i think it s reasonable considering i am only a freshmen at college  then he changed to another question about bit manipulation  which is also unfamiliar to me.,count the number of bits set in an integer. what is your favorite language and what you don t like about that language.   3 answers
2014-02-21 05:07:10.47,a recruiter contact me  and she schedule two phone interviews in weeks later. it tooks me more than a week for the interview response. first interview is scheduled on 10 45  and the second interview is scheduled on 11 45. the first interviewer is an american girl  she just asked me some easy algorithms questions. about 30 minutes we run out of those problems  then we just talk about some projects on my resume. the second interviewer is late for the interview. she was from hongkong  and brought some more open mind problems.,there is a nda  so i can say nothing about the question. i would strongly recommend to prepare well in recursion problems.   answer question
2014-02-05 03:49:21.233,the process had two stages  interviews  followed by project assignment. the process was comfortable. after a prelude of non technical personality type questions they moved onto the technical bit  focus was on programming languages and algorithms. that was the trend for both. i was unsuccessful at the interview stage,find the average of values in an array accounting for integer overflow   1 answer
2014-02-05 15:34:50.977,after submitting resume  got a phone call from sg.,questions about time complexity  sorting  worst case...   answer question
2014-01-26 16:50:36.06,interviews were toughf and youn need to study al lot. no joking.,im not allowed to share the questions ive been asked.   1 answer
Date, Experience, Questions
2014-04-13 03:25:05.85,the first interview is very simple and the question is straight. then the second is much difficult but no coding.,can t give you the technical review questions. first non technical phone call  i m asked about sorting algorithms and their complexity and os memory related stuff.   answer question
2014-01-20 16:18:49.297,they contacted me from school and we arranged a call  first non technical interview  a few technical questions. then they proceeded to the actual technical interview 2 months later.,a task in which i was required to print all numbers between 1 and a million   with no repeating digits   easy enough  just can throw you off guard a bit   5 answers
2014-01-05 13:16:28.097,i applied for a 12 month internship in the uk around october and got a reply in november saying that they would like to schedule 2 phone interviews  i got to select some dates that i were free . the recruiter was extremely friendly and even linked me to a lot of webpages with information about what kind of questions i can expect in the interview. a lot of which included cs theory such as oop and data structures. i was scheduled 2 45 minute interviews. unlike what i expected  i had to complete 2 programming tasks  one in each interview  with no questions about computer science theory. under the stress of being in an interview  and due to the expectation of cs theory questions  my mind blanked despite having 2 tasks which i could complete with ease   of course i regret being such an idiot   so long as you focus logically on what you do the interview should be a fairly easy process  although the randomness of the code can throw you off guard. the first interviewer was a bit unenthusiastic and intimidating which also threw me off a bit but the second interviewer i had was really nice and helpful in describing what we had to do properly. due to my idiocy i did not progress to the next stage.,no  nda. but almost all of them are in cracking the coding interview book  which you need to read before the interview  and the careercup website  if you have finished with cracking coding interview book  and studied well algorithms  complexity and data structures and you still have time  you can do some trainning in carreer cup website  for all google interview and not only google internship interview    answer question
2013-12-24 09:01:00.877,2 phone interviews only technical questions   you can use what ever language you like  but you probably need to prevent them before that. then i got really quickly a mail telling me that i was accepted to the second step  host matching   i got 5 weeks to get a match  if i failed i would be rejected. i had three host matching interviews and i finally found a really cool project and host. google recuiters are awesome.,given a binary search tree  return the most approximate number to the one passed as input.   2 answers
2013-11-06 10:20:25.553,i applied online at their website. the hr person called me first to explain the next steps of the process  2 technical phone interviews and  if successful  another one with my future potential project manager. the first 2 phone interviews were scheduled  45 min   45min  with 15 min interval between the two   but i guess they forgot me because only the second person called me. in this interview  i was asked to code. only to code. he almost didn t give me any time to think on the solutions  as he was constantly saying  implement  implement  we are running out of time.  i guess he was testing my response to stressful situations... the first interview  that was skipped  was rescheduled to another day. this one  that was supposed to be the first one  went much better. she asked about my background and goals  and also allowed some time for my questions. there was also some technical questions involved. i passed the two interviews  and another one was scheduled with the project manager. he asked me some more questions  related with the project in which he was working.,signed nda but a few basic questions on data structures  a question on system design  and then two coding questions on an unexpected topic  hence why i didn t get an offer    answer question
