Date, Experience, Questions
Date, Experience, Questions
2015-04-20 21:11:49.577,some of the interviewers were chatting with somebody using their cell phones. they didn t respect people  i decided not to answer any questions when i found that. i don t want to work with these people ,some normal algorithm and design questions   answer question
2014-10-27 15:55:20.257,interview was easy. basic expected questions on data structures linked lists pointers stacks queues etc. convert a string to an integer. what is difference between strcpy and strncpy  how do you reverse a linked list ,explain how you d design a large scale cloud system. what things would you take into account  scalabilty  backups  sharding  etc. i told him what i knew from my limited experience of scaling  and he helped me out in certain places.   answer question
2014-12-29 21:59:21.59,rather non technical really... to the point that it makes me question their hiring process and the caliber of the people i d be working with at this corporation. most companies i know of that hire decent people vet them through a series of interviews. i literally just had one in person  somwhat technical interview  design a system  no coding . they were nice enough to fly me out to san jose for the interview so i d say overall the experience was positive.,which group do you want to work for    answer question
2014-10-26 11:39:50.257,contacted by recruiter  had a quick chat over phone with hr about starting time and interests. hr sent me a list of 8 groups to rank  then they scheduled interview with 4 groups  two of which are in boston area. the interviews are mostly non technical  and vary a lot from group to group. groups in boston are more technical. everyone is very friendly. asked many behavioral questions.,system design   answer question
2014-10-26 21:50:34.8,got an email from the recruiter  had submitted the resume during the career fair . hr provided a list of groups out of which we can select any number depending on our interest. interviewed with 4 groups  1 hour 30 min each  back to back and got an offer from one of the managers on that day itself. that turned out to be best possible scenario since i wanted to work with that group right from the day i had chosen the group as one of my potential interests. questions involved identifying bugs in a code  deep os questions  white board coding. rigorous but delightful.,the questions where very low level java language questions. questions like what is the super class of all classes in java. how does the class loader work. what are the different drivers in jdbc  he did want to know about java jdbc connectors so i do not know what he was referring to . the questions where mostly like this. things that i never heard anyone else ask before on a java interview.   2 answers
2014-08-19 02:01:31.8,the interview process was ridiculous. all they asked for was a resume and then i got an email back telling me that i had been selected into their internship program. a few weeks later i heard from them about choosing a group. definitely not what i expected ,no difficult questions   answer question
2014-07-18 13:04:27.03,campus interview and onsite. group members will talk with you when you have onsite interview. after a month  decision will be emailed to you. and hr will contact you about it.,No Question
2014-06-26 17:21:04.753,good organization  the interview process was fun and talked with interesting people. the people were responsive on my emails and stayed engaged throughout the process. a little slow on the offer for fresh out of college people.,No Question
2014-04-04 14:00:17.08,got a call from oracle about a position i applied for in mineola  ny at their fatwire division. she set up a phone interview a couple of days later.,No Question
2014-03-21 19:08:59.04,ask some basic java questions,No Question
Date, Experience, Questions
2014-02-03 15:54:23.21,telephone interview,in order traverse a binary tree   answer question
2014-01-22 09:27:36.917,all basic questions  os  computer architecture  c   c  algorithm  just be confident and smile  managers are nice.,all basic   answer question
2014-01-01 19:44:47.97,i got a call through university recruiting  so i had choices regarding which groups to interview. the process is easy  you have to choose 6 groups for the interview from a list which hr will send you. once you interview with all the groups  you need to give a list of groups you want to work with in order of preference. the hr will get the input from groups  as soon as there is a match  they will send you an offer.,questions were easy  basic programming  data structures  searches  threads.   answer question
2015-03-12 07:06:27.57,campus interview and on site interview. i talked with the recruiting manager throughout the process  who was very helpful. i visited 3 different sites   sf  orange county and natick office.,i don t remember any specific question  but it wasn t brainteasers but more of fundametnal questions.   answer question
2014-07-15 18:54:58.617,college hire process can vary from student to student. i have heard of students having a technical phone screen but my process was 20 minute hr screen     group ranking from groups interested in hiring me     hq group interviews. the group interviews can vary from pure behavioral  white board coding  take home coding tests  and or a mixture of everything. mine was more on the behavioral side so it was easier possibly. that hardest part is actually getting the first round interview. oracle only hires from some 15 colleges from around the country  with some exceptions  and weigh gpa and work experience  internships   coops  higher than many would expect hence the interview process maybe very easy for many.,a great white board question i remember was  find the second largest element in a binary search tree    1 answer
2015-09-07 23:13:45.963,i turned in a paper resume at my college career fair and to my great surprise  received an email inviting me to travel for onsite interviews   no phone screen. i  interviewed  with 5 teams  but all of them viewed it as a foregone conclusion that i would be hired  and only asked really soft questions and told me about their teams  no coding tests at all  except one that was very clearly for their background info and not for a hiring decision  i.e.  how much to train me . this was the most unexpected experience possible.,spot checks on resume items   1 answer why do you want to work here    1 answer
2015-08-30 14:32:04.473,the overall interview experience was excellent. the recruiter was kind and helpful in the process along the way. oracle has a complete and well structured procedure on what you need to expect in each step of the interview.,describe your past experiences projects that you find interesting.   1 answer
2013-06-02 18:46:24.733,1st yr software engineer applicant phone interview  do you prefer balancing projects  or focusing on one. open up notepad. if i gave you 0 100 inputs  print x if even  y if div by 5  the number if anything else tell me about yourself tell me about the xxx on your resume. tell me about xxx on your resume time when someone wasn t holding their weight  how it was handled why oracle  questions for me  final superday interview was more difficult. ended after interviews with a test where we were given 2 problems to choose from and solve. the problems were both database focused although about 1 2 the applicants were not applying for the dba position. this is oracle  know your db skills regardless of if you intend to be a db or not.,see above   1 answer
2013-07-14 16:34:56.1,called for a 6 hours interview and was interviewed by 4 different engineers    manager  director  vp and senior vp. the interview by the engineers were fairly technical   question on c  c   templates  stl  vxworks and an aptitude question. the manager   above leaders asked fairly my work ethics and skills.,what is template specialization and give an example.   answer question
2013-03-03 19:19:16.07,two phone interviews. no coding questions. all ask me about my research projects. ask one by one into details.,no difficult questions   answer question
Date, Experience, Questions
2013-06-25 20:53:24.09,through college recruiting program. hr contact me after i sent my resume via email. no phone interview  just a full day  five team in a roll on site interview. then got the offer,first  the interviewer taught me how to write basic. then i was asked to write a program using basic. the program is not a very tricky one.   answer question
2015-09-12 12:21:37.407,ihad a phone screen interview. after this  i was asked to come onsite for further interviews. i had 4 whiteboard and 1 lunch interview with the e team. after this  i was told that my application is going through the hiring committee. hiring committee asked my hr to find a team for me before giving any decision. i then had two phone interviews with different teams in different departments,asked not to disclose   answer question
2013-05-31 03:58:50.12,i had applied through a job portal and my resume got selected for a recuritment drive. we had been to the oracle campus at 10 am. this was my first interview drive as an experience professional  couldnt clear the interview but following are the 2 rounds which i have attended  1  written test on the java objective  1 hr  there were 60 question and we needed to answer it in an hour duration. had prepared for this from a week and finally happy to get this round cleared with the highest score. most of the others also cleared so i presume the cut off was a bit low. 2  technical interview  1 hr  although it was called a technical interview   the first question itself made me loose all the hopes of getting a job. i was given 4 questions and out of which there is only 1 programming question which was a simple one on list. rest all questions where of puzzle kind which really test your iq and reasoning skills. interviewer gave some paper and asked me to answer in that   45 min time was given to answer all the questions well the interview process was bit disappointing as i dint get selected   but all said  i am happy with my interview experience,1. given 2 candles of 8 mins and 11 mins life   how can you calculate 15 min  19 min   8 mins. 2. a rabbit can hop one step or two steps at a time   given n steps how many combinations are possible. 3. one puzzle on time and distance .. couldnt remember it sorry  4. implement a single linked list   simple one      2 answers
2014-11-25 13:08:47.563,phone which takes 1 hour  then called to do an onsite interview  there are 5 or 6  i don t really remember  overall the interview experience is good  questions been asked are all quite easy,no difficult ones   answer question
2012-12-01 17:42:55.62,part of the college campus hiring program. recruiter got resume through campus career event  contacted me. no phone screening  so it s all about good resume  in particular good school   gpa. i got a one day onsite interview at hq  where i talked with 4  5 teams. since each teams has seperate hiring decision  if you got pick by recruiters for onsite interviews  very high chance that you will have at least one offer from at least one team out of the 5 teams you talked with. actually interview really depended on which team. some team is just casual talks  while some teams actually ask technical questions  but quite easy and more about personality   skill fit. no general algorithm questions. be friendly   talkative. prepare to talk about your past project   relevant experience  it s the main bonus points.,got asked specific sql knowledge questions for database team. for college hire  not about deep knowledge of db system  just experience on sql use is good.   1 answer
2012-11-29 17:09:27.42,first a phone chat lasts about one hour without technique question. then a five hour onsite interviewed with four engineerer. the onsite interviews are all about technique questions.,reading code about multi thread. writing code about linked list adding.   answer question
2012-11-28 11:17:46.173,i was initially contacted by the recruiter and they asked me to fly to the hq in redwood shores. i talked to five different teams. each interview took about 1.5 hours. the interview style vary from team to team and from person to person. overall  the experience was great and i enjoyed the day i spent at oracle hq in redwood shores.,they asked my work related questions  some puzzles  some technical stuff like coding   steps to host a website etc.   answer question
2013-02-25 12:45:34.02,i applied through a referral to a specific team. there were 4 5 rounds of interviews  all over telephone and no on site which was kind of strange . the process took much longer than expected  but later i found it was because of budget cuts that they didn t hire for that product in that year.,given a bst  you are given pointer to child node  how will you find the parent node   answer question
2015-10-18 22:23:24.13,basic data structure and algorithms questions were asked in the interview with database teams. i was given list of teams which were interested in interviewing me  i ranked them and then i was scheduled for interview with 5 teams. 1 2 hr interview with one team.,identify thread safe regions in a piece of code   answer question write a simple sql statement to find people with the same last name but not the same autogenerated id in the same table.   1 answer
2011-11-08 23:15:11.857,was emailed by the recruiter for an onsite invitation without any phone interviews. was told to pick from a set of short listed groups  mostly revolving around databases. groups were selected by the recruiter from what they think matches my resume best. some of the groups selected weren t really what i was interested in. out of the groups i selected i only met with 1 group  the recruiter added 2 more groups which i did not select to my set of interviews for the onsite. only did 3 interviews for my onsite  few technical questions. interviewers were generally friendly and comfortable to talk to.,No Question
Date, Experience, Questions
2014-12-24 10:51:45.67,the interview process on campus was extremely streamlined and well organized. i had to appear for an online screening test which covered questions related to data structures and java. after being shortlisted in the earlier process  i underwent two technical interviews and one hr interview. the technical interviews were mostly focused on java and oop terminologies.,questions related to strings were difficult   answer question
2011-07-25 04:59:14.197,contacted by internal recruiter via phone and email. first interview was technical phone screen. second interview was technical phone interview and online collaboration coding assessment. third interview was in person panel interview with team members  developer  designer and hiring manager . background check and offer process can take up to three weeks after the interview process is complete.,implement an ienumerable class  c  coding skill test .   answer question
2011-02-20 15:42:19.1,questions about core java  previous projects  data structure and unix shell script.,how do you think if here everyone works crazily hard  would you accept if you need to work at night    answer question
2011-05-24 23:20:44.803,one hour phone interview  asked some questions about the projects that i worked on. and then asked some algorithm questions  the questions is very simply. one week later  get an on site interview. the interview has 3 rounds  the first round  questions related to os  kernel etc. the second round  questions about the projects i have worked on  like which one is your favorite and why  describe the technical details. the finial round  questions about data structures and algorithms. sort a linked list  improve the performance by multi thread  suppose on a multi core system .,questions about os and kernel. how an io request processed by system  from user mode to kernel mode.   answer question sort a linked list  improve the performance by multi thread on multi core system.   answer question
2012-01-05 16:23:38.397,as with most companies  an interview in a company can vary widely depending on who just happens to be your interviewer s . this particular interview was less technical and focused more on the  soft skills    what was my work style preference  how did i handle conflicts with others  etc etc. the technical part was average difficulty.,what is your greatest weakness    1 answer
2014-07-01 19:41:49.983,meetings with managers and developers  get introduced to the projects  discuss my own experience  talk to multiple groups in the same day  have lunch together  questions about personality  no technical questions  people are all very nice,no difficult question   answer question
2012-08-18 21:53:27.37,phone interview  on site interview with two mangers. couple of not too hard mysql query based questions  but some unexpected questions like the one below. missed on couple of questions.,how would you determine the time zone under which a database was operating    answer question
2014-09-06 09:36:23.377,phone interview. then 2 day weekend location interview with 20  applicants. flew to denver. one on one with managers. technical interview. group interview. behavioral  personality  technical.xx xx xx xx xx,technical questions   answer question
2013-12-05 08:35:06.613,interviewing and hiring process took a very long time. although the hiring manager kept in contact during the process and apologized for the delay.,none really  just the basic interview questions.   answer question
2012-11-27 22:39:12.493,interview with oracle through college recruiting 4 years ago. if you graduate from their list of target school  it is easy to get an onsite. before the onsite  the recruiter sent you a list of groups that are interested in interviewing you. you can pick 6 7 to interview with. it a whole day process. each team you usually talk to their hire manager and one developer. not much technical questions with the manager. the developer would ask some technical questions.,how to find the shortest path from city a to b.   answer question
Date, Experience, Questions
2011-03-31 23:57:04.18,phone interview followed with group interview. interview with each of the team member  it took the whole day. the interview is ok  but one of the team member is taking too long. the manger has to intervene before he let me go. it seems they also like to ask some brain teaser questions  maybe learn it from google.,sorting algorithm   answer question
2009-07-17 07:43:00.763,got a phone interview calls through university career center. this for internship position as a software engineer with oracle orlando office for summer 2009. the oracle orlando office in my opinion deals with support operations. the initial phone phone was followed by on site interview.,what is outer join    1 answer
2011-02-21 09:28:03.55,the interview went fine. it took a while before the hr finally drafted up an offer. actually at that point  i though i didn t get an offer and were ready to move on. i asked hr to arrange another interview with another location. weirdly enough  hr spent sometime to convince me the current location is very good  and said i got the offer a while back. just didn t process through yet.,some concepts in object oriented programming. and some design patterns.   answer question
2010-01-20 11:58:55.24,applied online. was offered an interview onsite with 5 groups  about 1 hour for each group. each group asked me questions about my background  specifically the projects i worked on. everyone was quite nice and respectful. they took me out to lunch onsite with people unrelated to the groups i was interviewing so that i could ask more direct questions  if needed.,why use object oriented programming    1 answer
2009-03-19 13:21:11.56,2 3 phone screens  then on site interview. 1 panel interview for technical questions. 1 1 interview with manager for interpersonal skills.,multi threading   answer question
2015-10-13 19:07:14.973,the whole process was rushed making the first contact on monday and interviewing on wednesday. the interview was pretty standard  with some questions about my resume  some theoretical questions and some coding. additionally  one of the two interviews was with an engineer that was receiving and sending messages to the point that i have to repeat myself twice. another negative point is  that they ask you to bring copies of you resume although it is required that you submit it in its online application system.,write an algorithm to reverse a single linked list.   answer question given a string with space separated words  write and algorithm to reverse the order of the words.   answer question
2015-09-02 07:02:55.587,the whole interview had around 5 rounds 1st was an online round followed by a puzzle solving round and the rest were interviews which had mostly puzzles and basics in c c    java  dbms and about your summer intern bad luck got rejected in hr,mostly puzzles and basics in c c    java  dbms and about your summer intern bad luck got rejected in hr   answer question
2015-08-23 01:43:14.817,quite challenging.the first round was easy and i had 4 technical rounds before hr interview.i applied to oracle through my campus placements.i had one to one interview where they focussed mainly on networks and operating system.i had many questions based on hands on experience which i managed to answer but i was declined due to the lack of clarity that was in my answers,few basic practical questions   answer question
2015-09-07 20:37:18.76,there was an initial aptitude   technical test. students were shortlisted into one of the two profiles on the basis of their scores. there were two technical rounds. there were standard questions on data structures and algorithms some questions on java. oop. some friends were also asked puzzles. there was an interview with head of technical team followed by h.r interview. some friends had more rounds as well.,why do you want to become a software engineer    answer question
2015-08-04 05:33:08.96,first was written test then 2 technical interviews and then hr. we were asked to report in the morning. around 100 people came. all interviewers were from south region. first interview was written test. it was having few aptitude questions and few java based question. no j2ee questions. question were easy but still so many people did not qualify the test.,inheritance polymorphism string class abstraction. 2puzzles were asked. one was like there are 4 people and one bridge and 2 people can go at one time all 4 takes different time to cross the bridge then min time taken by all 4 people to cross the bridge. second was a matrix pattern which was asked to print. i searched alot on internet but didnt get exact solution for that. it was like 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 this matrix was asked to print like 12 59 634 7 10 13 14 11 8 12 15 16 i did not understand the pattern he rejected me on the basis of this question   answer question
Date, Experience, Questions
2015-08-03 09:41:55.097,initially  online test was conducted   4 sections   aptitude  computer science  logical and puzzle   related questions and difficulty level was above average.results came 3 days later and out of 700 students 97 got shortlisted from our college and they said that next set of interview process will go through in another college. so  finally they shortlisted around 250 students  3 colleges including us . again next there was logical reasoning written test where 4 questions were given and that questions has to be solved in 30 minutes and they mainly checked explanation part in how student have approached the problem and not for the correct solution. after that 100 students were shortlisted from 250 and the next round was paper coding round.they mainly checked logic part and 57 students were totally shortlisted for final set of technical interviews.,how does bit torrent works  protocol  zigzag traversal of a binary tree sql queries   answer question
2015-10-17 04:18:44.17,first round is online aptitude test next round was puzzles round they asked common puzzles and next round was coding round and next two technical rounds and after there is a hr interview,mostly on java dbms   answer question
2015-06-15 11:01:49.007,the process is of 3 tier first written all basic. second technical interview they ask only what in which you are comfortable. so be sure what you say you are comfortable in you should be very good at that. third is again technical interview they ask what you do  what process do you follow and project you are involve in.,second smallest number of array with o n    1 answer abstract classes vs interface in many different scenario   1 answer inner classes and inner static class what are they   answer question
2015-06-10 05:17:36.847,5 rounds of interview  managerial  technical and vp rounds were conducted  in order to confirm the final conclusion.the interview had lots of technical questions  coding  analytical part and many more.,typically on java and multithreading puzzles and managerial questions   1 answer
2015-09-18 07:26:37.973,1st round aptitude 50 questions and cut off was 45 questions  questions were easy but it was difficult to cross 45 questions in the time limit provided. 2nd round technical round 3rd round technical face to face round 4th managerial round 5th round with the h.r,cutoff 45 questions   1 answer
2015-05-29 22:43:04.937,1. resume screening. 2. technical overview   telephonic interview. 3. domain specific   telephonic interview. 4. managerial   telephonic interview. 5. domain specific technical   face to face. 6. managerial   face to face. 7. director level   face to face. 8. senior director   face to face. 9. salary negotiation   telephonic.,domain specific technical questions.   answer question
2015-03-12 01:34:15.27,we had a written test followed by 4 rounds of technical and 1 hr round. after discussion with hr asked to leave . no response from then. the technical rounds comprised of details questions from java and j2ee in detail. asked to design and write a couple of algorithms like reversing a string  finding a prime number from a given set of numbers also asked to design a whole website and other things rainging from database design or workspace management,about java concepts   1 answer
2015-02-03 09:37:25.897,i had behavioural and technical questions. technical questions ranged from coding on a whiteboard  which wasn t bad   but they also asked me a lot theoretical of questions about operating system.,difference between heap and stack   answer question
2015-01-29 11:04:41.783,i got a call from a recruiter because they got my contact info from the computer science department of my university. there were 3 interviewers on site from different teams of work and each one of them made me code 2 questions each  the questions were pretty standard and  easy  but i didn t went prepared so i failed the 3rd interviewer questions  although it was easy .,1  identify a loop in a linked list 2  level by level traversal of tree 3  design an object oriented class 4  sorting questions 5  c   language questions  and compiler related    answer question
2014-09-21 15:29:45.15,interview process is medium difficulty. the first round is purely technical .. 2nd would be face to face technical followed by manager s round and then director s round.. hr round is the last followed by several processes related to offer release.. getting an offer can take almost a month  from the date if 1st interview..,why do you want to join oracle    2 answers
Date, Experience, Questions
2014-09-19 08:14:23.663,initial aptitude and technical test of basic level consisting of aptitude math and c c   java and dbms . technical round 1 which had easy to medium question on our domain and a little bit of c programming. puzzles were asked too technical round 2    a little more serious level questions about the branch you studied in etc hr round  good talking and convincing skills needed,why jump to it when you are good in ee   answer question
2014-09-13 00:20:03.327,i was interviewed at oracle financial software services at collage placement. aptitude round was hard  but then lots of students were selected for tech round. tech round was easy  questions were based on resume  java oops and few hr type questions.later hr was also good but they decided to eliminate from hr round too.,on basic compilation and execution of java  jdk  jre and jvm.   answer question
2014-08-31 07:21:03.02,1st round online test.  aptitude technical verbal analtyical  2nd round technical interview projects puzzles  many aptitude questions were asked. all questions were based on the resume. questions were based on dbms  java  c  c   3rd round hr about the company and a few hr questions ,all questions very simple and based on computer basics   answer question
2014-06-07 09:55:27.42,telephone interview first  then if successful another two in person interviews. tell me what experience you have in shell programming  which operating systems are you familiar with  programming languages you know  do you know what is the recent biggest threat discovered on the internet  wanted to hear about heartbleed   recent projects you have done  interested in security and encryption  what are you most interested in developing apps  os  games ,what is ssl.   answer question
2014-03-16 01:46:51.567,4 technical rounds. focus of data structures and algorithms. was asked avl trees. i was also asked to design a database for a shopping mall. basic concepts in object oriented paradigms and java. working os knowledge linux. finally an hr round which just to know if you speak well.,nothing difficult or unexpected if you prepare.   answer question
2014-02-26 15:50:51.967,there were three rounds of interviews. expected to know the technical details in depth. but i also found that the interviewer did not know much technically. in such cases they assume based on the confidence of the candidate. but the interview results were announced quickly and the progress of the process was good.,puzzles were not expected   1 answer
2014-02-18 02:36:09.493,one telephonic  3 rounds of technical interviews followed by hr and managerial round,why do u want to join oracle   answer question
2014-02-06 19:59:13.02,every round was easy. oracle fusion team senior manager is so arrogant and thinks he knows everything. i rejected the offer because because of this  when working under such managers you will never get promotion or good hike.,prepare yourself for java design patterns  string pool   answer question
2014-01-28 07:20:32.103,aptitude at the start and short list then two technical rounds and one hr aptitude questions were regading c c   and general apti first interview was technical skills and the second one was problem solvin,No Question
2014-01-19 08:25:44.393,i applied online for java developer. interviewed at oracle in november 2013. i was interviewed by the project lead. it was technical. i got through the technical round. after that 2 hr rounds. i could not clear it because of my experience.,No Question
Date, Experience, Questions
2014-01-30 01:10:09.857,oracle app dev  oracle fusion  came to our campus. they took an online test which tested basic knowledge of ds os programming dbms grammar apti and logical ability. the test was easy. they shortlisted around half of the candidates which had appeared for the test. the result of the test was declared after a week and a half and all the students shortlisted were to be a part of a pool campus drive to be taken place at iiit delhi. the interview process was unstructured and the recruiters behaved very unprofessionally. the ppt started 30 min late. the schedule was not announced beforehand  as a result of which most of the candidates had to wait for more than 6 hours even for the first round of interview. there was no uniformity in the difficulty level of the ques asked and the interviewers were asking random ques like write a code for solving so do ku or write code for solving a n n tic tac toe. there was no uniform standard as some people were asked very easy ques like reverse a word. the interviewers seemed irritated and werent exactly polite. i was asked four questions in the first round. 1.there is a sorted array which has nos from 1 to 100.there is a missing no. find that no without traversing the full array. 2.there is an array which consists of 1s and 0s. shift all the 1s to right and 0s to left. 3.there is an array which consists of 1s and 0s and 2s. shift all the 1s to right and 0s to left and 2s to the middle. 4. reverse only the sequence of words in the string. the interviewer interviewed two candidates simultaneously. which made the process very confusing. the interviewer seemed sleep deprived and sat with his head down during the time i coded the ques. he just wanted to get over with the process. he was unenthusiastic and demotivating. he told me to wait outside which was their code word for you have been selected for the next round. twenty mins after the 1st round i was called for the second round. the interviewer dint even acknowledge me. he asked what ques i was asked in my previous interview and asked me to tell him about myself. he then told me to code towers of hanoi. when i him to explain the problem he looked as if someone had struck him with a rod. he quickly explained the problem without divulging the fact that the blocks had to be picked up on by one. as a result i coded the problem wrong. he gave me this problem to solve and went out. he returned after 40 min and dint even apologize. he was in fact worse than the first interviewer. he saw the solution and then told me the detail which he had forgot to mention. i asked him to give me a few more min to code. he went outside again. this time he came after 10 min and i explained him the logic. he seemed satisfied with the logic but refused to give me more time to code. after that he told me  you are done for the day  which implied that i was eliminated. they dint even have the courtesy to say the exact words that you are eliminated from the process that and created a lot of confusion and embarrassment. some people who were supposedly eliminated ended up staying a few hours extra thinking they were selected for the next round just because the interviewer used such ambiguous words and did not say clearly whether they were in for the next round or not. the whole interview experience was very bad.,1.there is a sorted array which has nos from 1 to 100.there is a missing no. find that no without traversing the full array. 2.there is an array which consists of 1s and 0s. shift all the 1s to right and 0s to left. 3.there is an array which consists of 1s and 0s and 2s. shift all the 1s to right and 0s to left and 2s to the middle. 4. reverse only the sequence of words in the string.   answer question
2014-01-06 01:55:03.28,initially a programming round was there. after that 2 technical rounds and 1 manager round was there.,some questions from ds were asked which i dint prepare well.   answer question
2014-05-18 23:22:11.257,there were three rounds of interview and they were mainly focusing on data structures and also on your code writing skills. they were not interested that if you know sql or not. and the better pointers you have the better is your chance to get selected because we were sorted according to our pointers an were not considered at the last.,you have to reverse a string word by word.   answer question
2014-08-28 07:21:08.12,interview happened at campus . short interview mostly luck based . asked about sql and cv . interested in finance knowledge as it is offs. communication must be good.written is of good level . you need to be fast and good in verbal   quant and baic programming knowledge,why you not from it cs want to join offs   answer question
2013-10-12 02:56:35.867,first round was online technical and aptitude test. tech. was tough. aptitude was easy. shortlisted students went through first interview round. mostly os and dsa related questions. it was around 40 min. after first interview we had final tech. interview. i was shortlisted for second round. this was quite a long. mine went for 1 30. they   2 interviewers  asked me almost everything related os  dsa  c programming and shell. you can only crack this interview if you are strong in all domains. i did not clear this round. after that they had hr round which was not that much important if you have done well in tech. rounds. i guess it was just formality type thing.,shell related questions were most difficult   answer question
2013-09-12 06:10:48.247,the placement process of oracle comprises of two main sections. first is the written test and the second one is an interview. apart from these  they conduct group discussion as well. the written test contains questions from topics such as computer science knowledge  data structures  os concepts  verbal ability  reasoning and general english. there will be 30 questions from computer science which needs to be finished in 30 minutes. twenty five questions will be asked from general english. maximum time allotted for this section is 25 minutes. reasoning section will contain 35 questions which have to be completed in 35 minutes. the duration of the test is 90 minutes. candidates can expect questions from technical section such as c  c    java  sql  data structure  pl sql  etc. the english section contains jumbled sentences  fit in appropriate words  tense correction and sentence correction. candidates who have cleared the written test will be shortlisted for group discussion as well as personal interview. candidate s communication skill and awareness in general knowledge will be measured in group discussion. in technical interview  candidates can expect questions from the his area of specialization. candidates should have a thorough knowledge in their core subject to clear the technical round successfully. apart from this  candidates will be asked questions to measure their ability to handle tough situations  projects done  etc.,sql queries   answer question
2013-10-03 10:40:40.09,online test followed by 2 3 interviews..online test was basic english aptitude and coding mcq s...for interviews prepare basic java and dbms,interviews were very easy.be good at sql queries.   answer question
2013-10-07 07:09:11.357,four interviews 2 technical 1 managerial 1 hr,operating system and c concepts   answer question
2013-09-24 20:19:40.447,i applied through college or university. 1st online written than interview for almost all the candidates.,prepare for ooad.   answer question
2013-03-07 10:01:11.72,it was through an offcampus drive asked about data structures databases and operating system basics consisted two big questions had to answer one of them,No Question
Date, Experience, Questions
