Date, Experience, Questions
2015-07-21 11:23:22.353,onsite at houston  there were 4 technical interviews in front of a whiteboard. good mix of questions. got a call back saying that the bar raiser thought i d be good for a management role so i did a phone interview for that but i had a very hard time understanding the interviewer because of his indian accent. i found a decent solution to the programming question in that interview but was told i was not going to be offered the management position but would be offered an sde position  the recruiter talked about compensation but would not mention a base salary  only total compensation package  which is fine  but i make my decisions on my known budget and if i can afford rent in the location. then i heard nothing for several days and was finally passed to another amazon recruiter. she said that i had a phone call with a team manager to see if it was a good fit  she specifically said it would not be technical that i had allready passed all that. the phone call started out with very bad feedback  the interviewer was using some software that made an echo of everything i said. it was very disorientating to be talking about my past projects but hear my voice repeat. he turned whatever it was off then then drilled into one project in particular in an area that i had said i didn t setup. then asked an algorithm question  which i found a medium level solution for. it was very adversarial feeling. very strange company that they state that hiring is there number one focus. i think not hiring is really there number one goal  because after that call the recruiter said she was confused by what happened as well and said she d try me with 2 more teams for a fit. it s been 4 days since she said that so i ve pretty much written them off. no one that i ve talked to seems to be a decision maker  if a company makes a verbal offer and says over and over that they want to hire you  why not just finalize it and figure out placement later. company seems great if you know what your getting into  but the hiring process seems convoluted.,they asked me software engineering questions and about my past experience. they provide prep material to study prior to the technical interviews so there were no surprises until i had the interview that was not supposed to be technical.   answer question
2015-06-24 14:20:36.05,applied online and received an email from hr within two days to set up a phone interview. the phone interview was one week later. two weeks after the phone interview i received an email from hr saying they decided to go with other candidates.,something about binary search trees   answer question
2015-05-20 07:53:41.623,there was a recruiter hiring for sde s and posted the same on linkedin. i contacted her and she said she would forward my resume to the team. it was a complete waste of time because after a week this recruiter emailed me saying they have evaluated my technical exercise and decided not to pursue my application. the mind boggling thing about this is i never received a technical exercise. after failed continuous attempts to get response from this recruiter i decided i will never apply for any jobs in amazon. i know they have a lot of candidates dreaming about getting in  but i will not be one of them,was there an interview  i am not sure. the recruiter might have answered the interview questions herself   1 answer
2015-05-26 23:48:51.253,the interviews at amazon were a complete waste of my time  the process wasn t enjoyable at all. had contact with multiple amazon recruiters over phone and email and it was very poorly run. some recruiters didn t get back to me  some did. the overall process was chaotic and you re treated like a number. after passing the phone interview i was invited on site. my takeaway is that amazon treats its potential employees like they are expendable and they re only interested if you can pass the technical part which is okay  but they also want to know if they can overwork you. i wouldn t apply to amazon unless you knew full well of amazon s work environment  and the interviews only validated amazon s terrible work environment and culture that i ve read about. the positive aspect is you ll be working with very smart individuals  but these same individuals may be difficult to work with especially with the cut throat environment amazon fosters.,lots of behavioral questions to see if you re willing to be worked to death  then the standard technical coding challenges.   1 answer
2015-01-20 23:07:27.937,applied online in december. received mail within 2 days. online assessment in next 7 days. this test includes 7 questions in 20 minutes. questions include correcting the already given code so that all the test cases work perfectly. phone interview call in 1 week. 45 minutes. 2 questions. 1  find the second last node of a linked list. 2  find nth node from the last in a given linked list.find it s complexity. one question on recent project. waiting for response.,given a sorted array  write a program to decide if two elements sum up to a third.   1 answer
2015-03-24 19:42:21.037,it is late in feb. i got reference from one of my friend. i had two phone interviews at first. each interview consist of 3 technical questions. then i am asked to take an online test  including iq problem and algorithm coding   not very hard . also  it contains reading and quantitative reasoning. after that  i was asked to do a team work evaluation.,the general approach problem was  search for phone numbers in 50 000 files. this is a one time need. you have 2 days.   2 answers
2015-06-05 10:23:30.797,the recruiter contacted me by email for this position to set up a phone technical interview. the technical interviewer was nice and polite but i think he was more nervous than i was. he was unwilling to engage in even a few sentences of small talk. the phone interview consisted of a few programming questions such as write an atoi function. write a function to find pairs of number that add up to a given value. two of the questions were java specific language concept questions  even though the job requirement was for c or java. one of which was  what is type erasure  one question was on my approach to general problem solving. and one programming style question. my impression was that the interviewer had the answers to the question in front of him but did not have any in depth understanding of the concepts. i felt that this might have been a training session for the interviewer. granted this also might be sour grapes because i did not get an offer.,signed an nda  pretty easy questions though. some oop  some basic knowledge of big o.   answer question
2015-05-20 08:56:10.383,i got a call from a recruiter  who gave me a 45 minute informal interview on the phone. within a week  i went to an in person interview in nyc  4 back to back interviews   and within a week after that  i had an offer  i interviewed with 3 teams and got offers for 2 of them. my only real complaint was that i had so little time between the first recruiter call and the interview  i only had a day to prepare.,No Question
Date, Experience, Questions
2015-05-04 12:02:40.403,i was contacted. then  i did both personal and technical phone screening. the personal interview was ok. in the the technical one i felt the interviewed uninterested. i felt like being playing the lottery  like they were just seeking needles in a haystack. quite curious. back in 2012 i had no the  bar raiser  thing now is famous after the 2014 press article.,typical algorithm complexity questions. not difficult.   answer question
2015-09-14 17:44:46.267,a recruiter contacted me and i had to take a coding test online. then they invited me to do in person interviews locally at a hiring event they had near my city. the interviews themselves were fine but the process was terrible. there was no organization when i arrived at the location and they didn t even give a snack during the 4  hour interview.,it was general software related questions with trees  arrays  linked lists   answer question
2015-04-14 10:07:53.783,5 successive 45 minute 1 on 1 interviews where they start off with 1 2 personality story questions  do 1 whiteboard coding problem  and then give you 2 5 minutes to ask your own questions. they send you a link to a  what to expect during your amazon.com interview  video that s spot on., tell me about a time you failed  what did you learn    tell me about your most difficult success  what techniques did you use to succeed    tell me about a time you had an interpersonal problem  how did you resolve it   all technical questions were problem solving based on basic algorithms and data structures  they prepare you with a list in the  what to expect  video.   answer question
2015-04-08 20:43:39.043,two forty five minute interviews back to back. technical interview with just a few questions about resume and past work experience. expected to code with test cases. not exactly a tough interview but requires considerable preparation. mainly focused on data structures and algorithms with 2 questions on these per interview.,questions about linked lists and auto complete   answer question
2015-05-07 10:20:04.22,got email from amazon recruiting department. scheduled initial technical phone interview which involved coding  data structures  algorithms and or design questions which lasted for an hr. used collabedit link during the interview. went well. confident about this round. after couple of calls tracking the feedback  got email about second phone interview. getting scheduled.,question 1   binary tree   gt  program   gt  traverse binary tree and display nodes data in specific format.  asked multiple questions on this program code  question 2  algorithm for queue using linkedlist. question 3   lost phone   gt  how to get coordinates   gt  design question.   1 answer
2015-04-05 06:37:26.343,online coding challenge followed by a 4 hr on site interview. interview questions ranged from easy to very difficult. the easy part i could have done much better but i started coding right away  because i was asked to  before i had a plan of how i could solve the problem. as a result  what i wrote on the whiteboard was so messy even i myself got confused. practicing writing code on paper was not enough  you needed to practice with an audience  and made sure he she understands what you re trying to do from start to finish. word of advice  start designing with your interviewer  regardless of how much they push you to start coding   before coding.,nda signed. don t think i can disclose... nothing was too unexpected anyway.   answer question
2015-04-05 15:19:36.913,i appeared for a phone technical interview. this was in 2012  a little while back. i am not sure if the process is changed. all questions were in data structures and algorithms. the questions where in java. i had trouble understanding the english accent  looked like an european accent to me. i was asked to write a program through online collaboration tool.,what happens when there is a collision in hashmap   1 answer write a program to verify whether the given tree is a binary search tree or not without using recursions   answer question
2015-03-26 18:54:26.23,applied online  and then after review of resume they mailed about scheduling the telephonic interview for about 45 min. then there were two interviewer who first started with a question about my resume  about projects and then some technical question.,they asked about the project that you are proud about. then some technical questions like difference between hashmap  hashtable. finally asked to code   remove duplicate elements from a list.   1 answer
2015-04-01 20:12:05.97,i was asked to give an online assessment test as the first round. it consisted of 2 easy string based questions and around 24 reasoning questions. the coding round was for 70 minutes and the reasoning questions had to be done in 34 min. you could compile your code and check if you pass all the test cases before submitting.,find if a string is the substring of the other   answer question
2015-09-22 20:00:24.913,it is a phone interview about 45 minutes. it is technical. 1. first talk about your most challenging project. 2. talk about several data structures such as tree. 3. code test. it depends. i heard that the difficulty of this part in a large range. someone will get a very hard question. but someone will get a very easy one. for me  i think it is a very easy question. 4. you can ask the question about their company or culture. to be honest  it is not a bad experience. the only bad thing is that the whole process cost much time.,traverse the tree line by line   1 answer
Date, Experience, Questions
2015-08-16 21:24:55.943,got a mail from recruiter to schedule online assessment. results came in a week. once that was done i had to schedule phone interview. i was asked to code  pairwise swap elements of a given linked list  on a collabedit. questions were asked on my code. i got the results in 2 3 days.,resume walk through. pairwise swap elements of a given linked list   answer question
2015-03-31 12:25:35.623,phone interview with human resources department. a week later i got an email for technical phone interview. there was online coding question and few oral technical questions. there was couple of behavioral questions also.,modified binary search related coding question   answer question
2015-03-19 01:23:43.837,the interview was intermediate. first step was online assessment. if you know string concepts  then you can able to move onto the next step. next assessment i took is personality test. i has nearly 200 questions to test the personality and work style assessment. now my interview process is going on. i am waiting for their response.,i did online assessment test. it has two coding question and some multiple choice aptitude questions. coding is mostly based on string manipulation.   1 answer
2015-03-23 20:45:42.433,it was a 90 min telephonic interview totally based on data structures and algorithm. amazon is searching students having in depth knowledge of data structures  how to sort  search items  how t reduce the running time etc.,depth first search  linked list  sample code to reduce running time.   1 answer
2015-03-18 17:15:20.17,the whole process was smooth. i applied online. a recruiter contacted me within a few days. sent me a link to a online questionnaire which needed to be submitted within 2 weeks. after doing so  got an invitation for on site interview. it was a hiring event and it took whole day.,design a kitchen   answer question
2015-03-08 08:27:56.143,first got the online assessment test  the questions are pretty easy debugging questions. the online test took about 21min and have 7 debug coding questions for you. some bugs are like out of boundary  forgot the return value etc. you could find out all the bugs within the time if you have some coding experience.,quicksort and time space complexity  implementation of queues  circular queues and time complexity.   answer question
2015-03-13 16:24:14.65,applied for summer internship at amazon. no specific teams but they take as a whole for all teams and after u get selected  they split into teams based on ur interests and their requirements. applied online in their careers site and they sent a coding test  20 mins  where you can select c c   java as programming language. you need to find the logical errors in the code and correct in the timeframe. i got 6 out of 7 correct and got an interview call. only one round of phone interview for 45 mins. interview technical in nature with coding in shared whiteboard. was not very tough but just had a bad day.   ,all questions are super easy   1 answer
2015-01-09 05:27:01.263,apply online. had an online assessment one month later. 7 easy debug coding questions that anyone who has some basic programming knowledge can solve it. all about for loop and comparison. surprised that the questions are so easy......,onsite. 1. ood. design a system for atm . 2. word ladder i. 3. implement a trie tree. 4. heap   answer question describe one of the most challenging projects you ve done   answer question
2015-02-26 16:03:18.963,onsite. have lunch. then 4 rounds interview. 1. ood. design a system for atm . 2. word ladder i.  i used bfs  3. implement a trie tree.  also need to right the class  4. heap,1. reverse a string. 2. validate a bst. 3.find all the subsets of an array.   answer question
2015-04-02 11:49:48.25,completed oa and wait about two weeks  i receive a phone interview about 45 min. ask me three technical questions  and i have answered all of the three answers  then i get rejected. don t know why.,No Question
Date, Experience, Questions
2015-02-26 10:56:25.103,i got my application to an employee at amazon who apparently got my resume to the right person. there was one easy online coding assessment and one hour long phone interview that consisted of technical questions and one open ended  tell me what you are working on right now . they gave me one day notice for scheduling  and apparently my interviewer found out at lunch time .,write a permutations and combinations c n r  functions   answer question
2015-05-12 12:00:50.157,i applies through college career fair.there were two rounds of interviews.each round has two questions.all the questions were purely programming based questions.the questions were mostly concentrated on data structures and algorithms.,1.write a program for fibonacci series 2.write a program to find a string in a page of text.   answer question
2015-04-15 04:48:07.687,after a brief and simple technical phone screen using a pair programming tool  i was interviewed by four people  two of them had someone shadowing  on site. each interviewer asked a soft skills question followed by a technical question. a couple of the technical questions were difficult and could not be completed in the 45 minutes given. the interview prep sheet was somewhat helpful. overall  the process was fun and a great experience.,implement the memoize function.   answer question
2015-03-05 22:28:57.843,on campus interview  it takes 3 days to finish all the interview. unfortunately  i could not make it. the first interview was easy  after thinking twice later on. the interviewer was quite gentle and nice. he asked me behavior questions like introduction to your self and why you choose amazon and some technique questions.,the difference between final  finally and finalize.   1 answer compare hash map with binary search tree.   answer question find the second largest number in the unsorted array.   answer question
2015-03-04 20:07:54.443,was called for an on campus test  a month later  i received an email for a telephonic interview. the interview was scheduled the same week. the interview lasted 45 min.,signed nda   nothing out of the ordinary   answer question
2015-03-05 10:03:21.207,simply apply online and got a online test which is very simple  the most difficult question is insertion sort  after the online test  there s a 1 hour phone interview. and it s the final procedure. for the phone interview  the interviewer first introduce himself and ask you to describe one project you ve done. then you re asked to solve two problems  with one for algorithm for sure. then you can ask him a question. the interviewer is very nice. but it s my fault to mess up the interview  too nervous for the first interview    so i bet i m rejected.,give a similar one here  find 4 numbers in an integer array and they sum zero   3 answers
2015-05-29 23:34:38.607,firstly  i get a human resource s email that tell me to join a interview for software development engineer or software development engineer test  then i get a email that contains a link which led me to an online assessment of amazon  after i finish online assessment   a work style assessment was sent to me and after finishing it  i go to onsite group interview in seattle,palindromic number  input string of a number   return true or false for whether it is a palindromic number   answer question
2015-03-03 12:43:09.027,had two 45min interviews each. i applied through campus fair and had the interview on campus. each interviewer asked one question each. they were gloomy  barely showed any human emotions.  but were not rude though,one was abstract dynamic programming question and another was about strings and sub strings.   answer question
2015-03-17 07:29:00.237,i applied through my college career website . this interview was on campus. the interviewer asked about what interesting project i have done and an algorithm question about string.,i can t tell the specific algorithm question.   answer question
2015-03-14 10:52:13.51,online assessment and 1 round phone interview  online fist  then get a phone call  ask me a question. i think we should do programming practice before  so that you can solve the problem.,triangle   answer question
Date, Experience, Questions
2015-03-13 14:54:52.273,1 online test. very easy debugging questions. got call for next round within 7 days. next round was a phone interview. interview started directly with coding round. question was pretty hard. gave recursive answer but he expected dynamic programming solution.,arraysum  sum   arr    gt  sum    arr grading        gt     some other questions like that. it s simple.   1 answer
2015-03-08 20:00:16.783,online assessment  7 questions about debugging the given code within 21 minutes. it s the first step. after assessment will get followup from hr that whether you passed and move on to the second phone interview.,i was asked how to traverse a maze and arrive at a destination   1 answer
2015-08-05 01:09:01.33,online assessment consisting of debugging seven methods in about 21 minutes  followed by a phone interview consisting of general algorithm questions and a coding section done online. very little was asked regarding soft skills.,the questions asked were basic data structures and algorithms questions. it wasn  039 t anything difficult. but the questions were based on stacks  queues  hashmaps. some questions were asked on testing too.   answer question
2015-07-02 14:08:14.407,i had 3 on campus interviews  and 1 phone interview. none of them were behavioral  all tech. know hash maps in and out  and the time complexities of your sorts and algorithms. the process was a pain because the hr department is slow and awful. they scheduled my interview wrong  and getting the last phone interview took forever.,given n strings  how will form a big string with them with all the characters in alphabetical order    1 answer
2015-09-06 09:08:32.517,i had on campus placement. so the interview process consisted of two interviews on campus one hour each. the interviewers were friendly. and it wasn t time consuming at all. it took them 15 days after to convey the results.,basic programming   answer question
2015-09-11 11:44:28.643,after applying  received an email to complete an online assessment. the assessment consisted of 7 debugging questions to be completed within 20 21 minutes. all were easy questions but the time is probably a constraint. after completion of assessment  received an email within 7 days for phone interview. only about 2 3 questions were asked in the interview related to algorithms  not difficult. received offer in about 7 days.,how to tell if a binary tree is a binary search tree   answer question
2015-09-10 01:18:31.84,i was a basic telephonic interview  some questions on past experience followed by 2 programming questions. programming language is of our choice. they basically want to see the approach  completion of program is too  but not must. they might select you based on your way of thinking.,just remember one. how to know a string of parenthesis is closed.   answer question
2015-10-01 12:36:43.967,first round is online coding test  find bugs  pretty basic second round is phone screen  first ask you project experience  then coding each round takes 1 to 2 weeks to get feedback,path sum. given a tree  find the path that sums up to a given number   1 answer revere a string   answer question remove duplicates from array in place  return new array length   answer question
2015-10-01 11:37:05.237,one online test. correcting some simple program 7 questions with 21 minutes  not so hard. then a phone screen interview with two algorithm problems. commonly one is enough for hiring. but i got a second phone screen interview has the same format.,No Question
2015-09-22 22:37:35.797,meet up with recruiters on campus. after that i was given one online assessment. the online assessment is about finding and correcting bugs in given programs. passing that gives me one 45 mins phone interview. nothing more after that. however  the hrs kept me waiting for two months until i got the offer,No Question
Date, Experience, Questions
2015-10-09 11:15:29.623,had 2 interviews. applied directly on amazon.com careers website. amazon.com schedules interviews for everyone who applies. received am email from recruiter 1 2 weeks after application. whole process takes about 1 month  right from applying to getting the decision. good thing about interning at amazon is that the internship program has been designed to choose full time employees from interns. at the end of the internship you get the hiring decision from amazon.com depending on the performance in internship. bound by nda so cannot specify the exact questions. though the interviews were based on data structures.,bound by nda. so cannot share the exact questions. but the questions are based on the data structures. will recommend  cracking the coding interview  book. the questions can range from medium to difficult level.   1 answer
