Date, Experience, Questions
2015-10-16 13:33:43.99,i dropped my resume at a career fair. recruiter contacted me and we had a meeting where we had a chance to chat with our interviewers. then i had an on site interview with assigned interviewer  engineer . interviewer and recruiter were nice and the whole process was smooth.,implement method that generates n s fibonacci number.   answer question
2015-07-23 21:55:24.97,i was contacted by a recruiter and had a phone chat with her the next day. after a week  i went to to the in house interview. i arrived 5 minutes before the scheduled time and i waited for 20 minutes in the reception area. my scheduled interviewer could not make it and they found a young engineer to interview me instead. he is friendly and has worked in the industry for only 2 years. the conversation started almost like i was the interviewer as he introduced himself and told me what he does at facebook for about 5 minutes. he asked me what i do in my current project and proceeded with a coding question. i solved the question in java  tested edge cases  modularized the solution and discussed other potential solutions i could think of. we had a nice conversation and the interviewer agreed the solution given was good. he ended the interview by giving me the opportunity to ask any questions. they did not proceed to the next stage with me and i was surprised. obviously i missed something and i do not know what that is. i asked the recruiter for feedback via e mail and did not hear back.,my current project and how i scale our applications. given n nodes and an x node  find k nearest nodes to x.   answer question
2015-09-14 17:49:53.627,asked a friend to refer me. was contacted by a recruiter within two days. quickly scheduled a tech screen  essentially mini ninja interview . after that came the on site loop. 2 ninja  2 pirate and 1 jedi interviews. can t share specific questions  but plenty of other people did already. unlike google  interviewed with them also   facebook seems to have a smaller question pool as one of the system design questions i got i ve also seen on glassdoor before. i recommend going through the information recruiters provide for interview preparation. since google and facebook use very similar processes   stevey s blog rants  get that job at google  post is also quite relevant and useful. know your data structures  algorithms  practice solving problems for a few weeks and you should be in good shape. for system design questions  you will be asked to design facebook scale systems. think data way beyond the scope of one machine  billions of items  thousands of requests per second. hands on experience with such systems is of course  the king . in the absence of that   study distributed nosql systems  mapreduce and similar things and you should be in good shape. overall i was very happy with the on site interviews and the level of support facebook recruiters and engineers provided me. this was probably the best interview experience that i ve had. having a competing offer handy will surely help you negotiate better compensation. facebook seems to have an awesome culture. deciding to reject their very generous offer for another one wasn t an easy call. one really can t go wrong by joining facebook. facebook is the only company that i know that provides interview feedback. regardless whether you pass or not i recommend asking for it as it will help you get better.,data structures  sorting  big o notation  large system design.   answer question
2015-09-06 20:28:02.457,general experience discussions  two coding interviews  and one architecture interview. there was a lunch break interview which does not count towards the overall performance. the interview process was as smooth as it could be. recruiter explained the whole process fairly well and interviewers are well trained to be professional. although i did not get extended offer  the overall experience was great.,removing duplicates  sorting  tree based questions   answer question
2015-07-03 11:25:37.943,the recruiter contacted me. the recruiting process is very pleasant and considerate. they even have an interview prep session that the author of cc150 gave presentation about how to ace the interview  which is very helpful. passed the first onsite screen and moving to next step so below questions may not be applicable.,why facebook    answer question
Date, Experience, Questions
2015-10-04 18:02:39.66,initial 45 minute screen  whiteboard coding problem  algorithmically simple  but with oddities. full loop  6 x 45 minute sessions  2 coding  2 design  1 cultural technical  tell a story about a difficult experience and how i overcame   1 lunch  off the record chance to ask tons of questions about company culture ,design a real time type ahead search phrase predictor which presents the top 10 ranked search strings that begin with a given prefix.   1 answer
2015-06-08 11:23:59.553,contacted by hr via linkedin. went through phone coding screening  will be going for onsite. the phone interviewer was nice  the question eas not difficult and it took some t8me to complete. onky one question was asked  and we had enough time left to discuss aspects of ongoing project that he is working.,my technical background.   answer question given an array of positive integers and a target integer  find if there is a consecutive subarray that sums to the target. e.g  given  5 6 4 12   findsum 10  true  findsum 11  false.   18 answers
2015-07-08 20:35:22.757,i ve applied through an employee referral and got a ping from the recruiter in about a week. after the initial chat with the recruiter to chat about fb  my interests and logistics  i got scheduled for the initial 45 minute screening. i was given two options for the screen  either phone codeshare or an onsite visit  likely an option available for local candidates only . i chose the in person option  and got an invite for a round of full day  5 total  within few hours after the initial screen. facebook recruiters send interview prep materials to the candidates on what to expect  what to brush up on  as well as some suggestions tailored to a particular candidate s weak ish spots  in my case it was the speed of coding . i knew what to expect going in and felt well prepared on this front. initial screen was algorithm   coding. nothing overly challenging. onsite consisted of 5 interviews    informal lunch  covering  1  one  jedi  interview with a hiring manager testing behavior   culture fit   warm up coding. prepare to talk about past experience  career goals  as well as several  tell me about the time when...  questions. 2  one  pirate  interview  system design portion of the interview. there are great resources on quora on suggestions on how to prepare and what to pay attention too. 3  three  ninja  interviews focusing on algorithm   coding. i actually have seen all of the questions i got asked at facebook before  but that did not help me as ultimately the reason for rejection was cited as not being able to come up with optimal solutions and code fast enough. got an phone call from the recruiter in about a week few days after the interview telling me the unfortunate news. i think i had to wait few extra days because of the july holidays and typically the process is faster. culture  i did find some of the junior facebook engineers conducting my interview a bit arrogant and cocky  but nothing too alarming. all in all  i had a positive interview experience. i wish the interview loop was better tailored towards someone more senior  e.g. less emphasis on coding  more on design. current interview process makes it seem they hire code monkeys.,i can t discuss specifics due to nda  but interview questions were neither overly difficult nor tricky. check careercup and brush up on algorithms  string processing  binary trees  graphs  etc. . practice coding fast  which potentially means forgetting good software engineering practices such as class design  refactoring as it will only slow you down . establish rapport with your interviewer  remember to ask clarifying questions  talk through your thinking process and solutions and you ll do well. hopefully better than me   best of luck    answer question
2015-04-12 22:59:05.03,referred by school mate and got the phone interview. failed in the first round interview. no questions on resume. just two coding questions. first one is easy. i just said minheap solution  then the recruiter directly said next. i was stuck at the second problem and that is the reason why i failed.,1. given 1 billion numbers  find 100 largest numbers 2. prefix notation   123   5   5 answers
2015-07-17 22:11:04.063,i had two interviews and each takes 45 mins. i answered each smoothly and near perfectly. all bug free code. but they still reject me without giving any reason or feedback.,read number  e.g. 100   gt  one hundred  113   gt  one hundred thirteen stock search in rotated sorted array sort color   2 answers
2015-09-16 09:17:36.873,if you re a solid developer with years of experience working on high visibility products used by millions of people  and references to back it up  don t expect the interview process at facebook to just work. it really comes down to how much you prepare yourself mentally to code within the context of an interview  and how much you study career cups as well as the other resources given to you by the recruiter. sadly  you don t have to be a great developer at all. what s interesting is that none of these skills have been necessary during my 17 years of real world experience. i never had to write code on a whiteboard  except for other interviews  and i don t see how  writing code fast  should be considered a measurement of someone s productivity and code quality. that sort of thinking seems naive and haphazard to me. what frightens me is that i think facebook truly believes they re  raising the bar  with this system. but they re not always hiring good people  and they re probably turning down a lot of great folks. the coding tests were super easy. two were questions i ve actually asked myself while conducting interviews for another company which was aimed towards entry level developers. i really wish they would have asked more challenging questions. i was able to finish them before the end of each panel  and with optimal solution. the design question they gave me actually aligned with something i developed and designed for a product used by millions. i felt good with how everything went at the end of the day  but somehow i failed at  both  coding and design. interesting... whatever. two of my friends  whom of which i mentored at my last company  were able to get offers at facebook  same office  same interview process  but they were  not  the best coders nor the top performers  so if you get turned down at facebook  don t take it seriously. they say there is some  randomness  in the interview  but it just seems strange that common sense didn t kick anywhere to question the obvious  or just the fact i was interviewed by a few people with only 5 years experience. smart  but inexperienced  and somewhat arrogant  wanting to judge you with entry level coding questions. half of the people that interviewed me didn t go through the interview process themselves. they were brought in by acquisitions. specifically for a product that isn t doing very well right now. i was excited about the idea of working there initially  but after the interview  i wasn t so sure anyway. they do try to put a lot of emphasis on finding great developers  but many of the folks who interviewed me mentioned the codebase was a mess  probably from writing code so quickly and not thinking through it  and their open office  no cubes  no walls  just wires and computers everywhere  is a bit distracting. not something genuinely appreciated by the people working there who used to have their own office. when you need to focus and get quality work done  there are only so many dedicated rooms to use and they re usually taken. coupled with the fact that they re seattle office is located in one of the worst traffic areas  i wasn t so sure i would have accepted anyway.,signed an nda but just check the resources given to you by the recruiter   answer question
2015-05-05 12:16:53.683,phone screen 45 min duration in total  the interviewer said a little bit about himself and went straight to a technical question. no background questions. the interview process went as expected  no surprises. the interviewer seemed to be a nice guy.,given a sequence of numbers  34128  and an input map such as a dial pad on a phone  2  gt  a b c   3  gt  d e f   4  gt  g h i   write an algorithm to return all possible words from the sequence. e.g. input  232 output   ada  adb  adc  aea  aeb  aec  afa  afb  afc  bda  bdb  bdc  bea  beb  bec  bfa  bfb  bfc  cda  cdb  cdc  cea  ceb  cec  cfa  cfb  cfc    10 answers
2015-07-08 17:14:54.173,i started off with a standard technical phone screen with a facebook engineer. it was a simple coding exercise with two questions of surprisingly low difficulty. i cleared this easily. facebook s on site interview process is far more rigorous  though. each 45 min interview has a clearly defined role  intended to test you from multiple different angles. specifically  i went through    2  ninja  interviews  coding   algorithms    2  pirate  interviews  system design    1  jedi  interview  behavioral   simple coding  plus lunch with a facebook engineer. the  ninja  and  jedi  interviews were straightforward. i hadn t seen the coding questions before  but they were not particularly hard. i would rate them as being of just average difficulty  pretty similar to the whiteboard coding questions asked at most other major silicon valley tech companies. and the behavioral section of the  jedi  interview was just a friendly chat about my resume and my past experiences. however  the  pirate  interviews were what killed me. both  pirate  interviews involved being asked to propose and discuss a design for existing features on facebook. the interviewers were extremely meticulous and questioned me on virtually every last detail of my design decisions. in particular  they focused a lot on how huge datasets should be stored and accessed to support extremely large scale distributed systems. even though i am already working on web scale systems in my current job  i was nonetheless still way under prepared for this level of technical challenge and scrutiny. my advice to all prospective candidates is to spend most of your time preparing for the  pirate  interviews. the coding questions aren t hard  but the system design questions will likely stretch you to your limit   unless you re a fresh grad  they don t ask  pirate  questions to fresh grads. lucky folks   additional side note  interestingly  my facebook recruiter actually gave me detailed post mortem feedback on each and every one of my interviews. they are the only major silicon valley company i know that does this  so major kudos to them for being so considerate.,can t disclose due to nda. but as mentioned above  the coding questions are really straightforward and of merely average difficulty. it s the system design   pirate   questions that can be really  really challenging. definitely spend a good portion of your time preparing for the latter    answer question
2015-07-18 01:42:24.433,recruiter contacted me on linkedin. i requested for in person interview in place of telephonic. arranged a 1 hour interview at menlo park office. cleared the interview and was called for a six round interview. interview was strange. easy and not so complex algorithmic rounds. not sure what is so special about those rounds or whether they were even part of the decision making. interviewers were happy with the answers and not much corrections. then there were these design rounds. one of the rounds was about designing location services. the interviewer was very knowledgeable. pointed out my in efficiencies with the choice of data structure. enjoyed it. then started the real fun in the final round. an awesome interviewer with an awesome attitude. he spoiled my interview experience though. asked me to design a messaging app system. once the interviewer breaks the comfort zone  it would be a difficult place to stand. his expressions were horrible and sometimes i felt like saying  shut up and listen first  which i didn t say obviously. when i mentioned that the server knows the ip address of client only when the server receives a packet from client. he said  there are a lot other ways it happens. i mentioned the only way is clients packet to the server. he made it an argument and finally i had to ask him to mention a way. he skipped the part and asked me to move on   d ignoring the final round  i actually enjoyed the interview process. no offer though    ,given an array a contains all digits 0 9 a    1  4  2  1    which represents 1421 add one to the number and return the array return a    1  4  2  2    which represents 1422   5 answers
2015-06-11 17:01:18.897,contacted by hr and setup a meeting  the hr is kind and the engineer is also kind  but i got nervous and blew it. should have refresh my skills before going into an interview.,No Question
Date, Experience, Questions
2015-06-15 11:31:21.297,4 rounds round 1  talking with recruiter and see if your interest align with facebook round 2  phone screen  45 minutes  algorithm and data structure round 3  phone screen  45 minutes  algorithm and data structure round 4  onsite for entire day   2 coding   1 design   1 experience   1 hiring manager,just have your basic algorithm and data structure skills well versed   2 answers
2015-05-15 11:20:15.33,first  there was a phone screen with the recruiter  a technical screen  either phone or on site  candidate s choice   and an on site. the recruiter was very professional and helpful  describing the process and the engineering culture at facebook. they were very flexible in scheduling both the phone screen and onsite. the phone screen was a standard technical phone screen  with the difficulty dialed up slightly. the solutions allowed were constrained  typically  constant space . after i presented my solution  we discussed its complexity. the on site was very similar. the interview was very cs heavy. the questions asked relied on the knowledge of the properties of many data structures  including ones that are less often used. i can t recall any technical trivia questions being asked  all the questions surrounded a problem with an implementation that had to be coded on the white board. parallelism and threads were also covered. i gave my answers in python  and except for one interviewer that asked for a solution using java  all accommodated. there was one design and architecture review which as different and a lot of fun. i was asked to design a system for a current feature of facebook. the interviewers were great to interact with. i had a couple offers that were exploding  and they said they would be able to get a decision back quick. but there was an offsite  so the decision was delayed a few days. i withdrew when i accepted another offer. to put it in context  my other offers were exploding within 72 hours of the on site  so it was a tall order and it s to their credit that they tried. i left very impressed. when i m looking for a position in the future  i ll definitely check them out.,same fringe problem for non binary trees.   1 answer
2015-06-09 13:43:28.113,onsite interview process was fair. difficulty level was average. first person to interview me had horrible communication skills. he couldn t explain coding problem clearly. remaining three people were very good in communication. after on site interview  facebook requested for yet another coding phone interview. post onsite phone interview is what went wrong with me. this person had poor interview skills. he asked me an advanced algorithm question about graph tree traversal  search for  same fringe problem concurrency  and you will know what i am talking about . i gave a natural solution which was not space efficient  but interviewer was looking for a specific solution he had in mind. i lost the deal to this question. i would give thumbs up to recruiters handling interview process. i think they are one of the best in the industry.,find a needle in a haystack given two strings   answer question given an array of ints  find three that sum to zero   answer question
2015-09-28 09:25:47.457,i talked to an engineer at college career fair  got a first round interview for the following week. the interview was a 1 1 technical interview that lasted 45 minutes. the recruiter hosted a meet and greet session with all the engineers and interviewees the night before interviews began so everyone could get to know their interviewer in a more relaxed setting.,serialize and serialize a bst   1 answer
2015-07-27 22:02:03.41,coding on a white board. an easy question. made bugs and did not finished but get through anyway   the recruiter was rather grading the thought process than details  which was a big positive surprise for me.,nda   answer question
2015-07-01 07:54:10.717,took multiple months as i was not available. the recruiter did an excellent job in making sure that i take the interview. the interview took 45 mins and started with details about my previous work experience. that took about 20 mins and then i was left with 20 mins for the programming question. he gave me a problem related to bst. obviously i need to draw the tree etc and he cannot see that on phone interview. i started with multiple approaches and he told specifically what i need to do eg. give only recursive solution  you can only store few things no extra space. in the end i was able to solve with a minor hint and he was also telling me to fix bugs as i was coding as well indent code as per his standards. overall it was a good experience but i did not get the offer as they are looking for people who can code in like 10 mins as i was able to code in 15 20 mins. they want bug free code and will only go forward with the best candidate. i think even if you do a minor mistake you are out as there is someone else who will solve it perfectly so try to solve it perfectly    another important lesson is if you get option of phone v s in person interview  i will say go for in person interview as it gives the interviewer the chance to see what you are doing on paper verses imagining that over phone.,remove all repeat characters in a string.   answer question
2015-07-26 14:40:02.16,internal recruiter contacted me. i had an initial phone screen with recruiter  including a couple basic technical questions  followed by a phone screen with an engineer where we coded on a collaborative editing web site. heard back the next day and we scheduled for an on site. on site consisted of 4 interviews  two technical  one architectural  and one behavioral. all interviews involved writing on a white board  actually just writing on the wall in a small room . recruiters were consistently punctual and professional. interviewers were friendly and helped keep the process low stress.,q  write a function that can tell if a string is a palindrome regardless of punctuation or capitalization    4 answers
2015-09-02 02:26:49.113,i had an overview phone interview where i was asked about my past work and then i had two coding interviews. i didn t make it but found the overall interview process enjoyable and fair. one of my interviews had an accent that was really difficult to understand but he was very patient and understanding.,4 or 5  questions increasing in difficulty. only say that since i solved 4 questions in the 30 minute slot and he may have had more. early question  make a method that calculates a square root given a double.   1 answer
2015-05-13 22:27:04.793,applied online  heard back within a few weeks. set up a phone interview with an engineer which involved collaborative coding questions. i didn t do very well  and got a denial email a week or so later.,No Question
2015-05-15 15:16:35.773,meet female recruiter at check in station. move to different room where you meet someone else  a male dev from facebook. not really interesting in learning anything about me or if i was a robot  so straight to whiteboard questions.,No Question
Date, Experience, Questions
2015-05-15 18:14:40.19,phone call  code test phone interview. asked one coding question  like all the interview questions that you can find online  it was judged by if you can recite those solutions as quick as possible  not thought process. interviewer was not experienced.,write a function to out put n numbers in a fibonacci sequence   answer question
2015-05-18 23:03:26.95,2 coding question   on 1st question they asked time and space complexity. second question divide number by a noter without using     and    . the interviewer was good and provide hints when i am stuck . it was a good experience.the interview lasted for 50 minutes. i advise to practice lots of code on editor like coderpad.io   styli.com. this will help a lot in long run. i am waiting for there response   ,q1 gt  reverse a inked list and print the reversed list . ex  1  gt 2  gt 3   result 3  gt 2  gt 1 q2 gt  divider a number by another number and print result and remainder if any. you are not supposed to use     and     operation   5 answers
2015-06-17 08:10:19.317,the process is straight forward   it consisted of multiple rounds   begins with screening   technical interview   and then hr and technical round at headquarters. my phone screening was easy totally based on resume and then there were two technical rounds online to be taken one to one,technical round   i was asked to code in java   select the best language you have expertise  question    gt  take an array   length to be declared at command prompt  if length   2   print  1 2   1 3 1 4 .... if length is 3 print 1 2 3  1 2 4  and so on   2 answers
2015-07-03 12:17:03.813,the phone interview was fairly straight forward and fair. the interviewer was nice and answered all of my questions. i actually had to reschedule my phone interview twice and i am grateful how they handled it. overall the interview was simple if you are experience it cs and i simply screwed up.,longest common subsequence   answer question
2015-10-24 12:31:37.663,1 phone screen followed by 4 on campus interviews. standard coding questions  one highly scalable design questions  questions about past projects. check out david malan scalability lecture on youtube. that s a good starting point. write code,tell me a situation where you had a difference of opinion about a project and how did you resolve it    answer question
2015-05-22 23:40:19.14,i applied on facebook site  and was contacted not so long after  told to schedule a date for an interview. i was called exactly the time given  interviewer went straight to the point. he gave a very brief introduction about himself and we went straight to coding. he asked me just one question but i couldn t give the right answer as i did not go over some basic data structures. i would advice that if you have an interview for any swe  you should go over everything ,given a string with parenthesis like                 check to see if there are matching pairs. if there are matching pairs  return true  else return false. for example         returns true          returns false.   5 answers
2015-05-26 13:02:23.73,roughly 45 min phone interview starting with introducing yourself and your working experience  academic experience etc. then a coding exercise using an online document sharing with a c language algorithmic question. i.e without using stl or other external libraries. the question is a basic string algorithm question.,given a string   char    write a program to rotate its words i.e  void rotatewords char  str     answer question
2015-05-28 11:45:34.133,had a phone interview. interviewer was very friendly and explained her work at facebook. she asked for my introduction  then proceeded to a coding question. advice  definitely go over glass door questions and be able to do other variations of the problems here.,convert a binary tree to a circularly doubly linked list. head  gt prev   tail node. tail  gt next   head node. do not use any other data structures. must be done on the tree itself.   answer question
2015-06-02 10:40:25.753,met recruiter at the facebook offices  she showed me around. because i was applying for an engineering position  it started on the engineering floor  which isn t too big. nice offices but nothing super special  she did mention they were moving fairly soon. after the brief tour went down to the 2nd floor and went to a small room for the technical screen. an engineer came in and for a minute or two asked me about my background and work experience. then went and asked me two technical questions. the first one was pretty straight forward  but i spent a long time explaining my thought process and debugging and everything.  as a ton of sites say you do . second one was a bit more of a puzzle question and stumbled a little on it  basically it was a binary search algorithm. unfortunately a miscommunication at the beginning of the question caused me to try to think of it in a different direction  but eventually got it and realized time was up so i quickly coded the solution and debugged it  but didn t explain myself probably because i knew the time was up. ultimately got both questions right with a minor stumble and then was not asked for a further interview  so i really have no idea why  and unfortunately i understand for legal ramifications why they can t tell me. however not getting past the screen was unexpected.,basic string modification question.   1 answer
2015-04-18 19:18:55.717,i have interviewed with facebook 3 times. every time they ask the same stupid question given an array of integers  find 3 integers that sum to zero. as many as 3 people from hr get involved to schedule a simple phone screen. and even after solving the problem in o n 2  time  i did not get any on site with them.,given an array of integers  find 3 integers that sum to zero   3 answers given sorted circularly linked list how would you insert an element in it    3 answers
Date, Experience, Questions
2014-12-13 16:17:51.58,process  this is for undergrad full time software candidates in usa. submitted resume at college career fair. got email about on campus interviews. at this stage  there are 3 possible outcomes  onsite invitation  a phone interview for an additional chance  or reject. i was invited to onsite interview. onsite was a  university day  that included three interviews  not four like they said in the email  before lunch and then a tour  new hire panel  etc after lunch. all interviews were 45 mins length. interviews themselves  on campus interview  3 coding questions. i don t remember signing any nda at this point so  the questions were k nearest points to origin  finding a substring  and 3 sum. on site interview  3 interviews  45 mins each. 1st interview  2 coding questions. 2nd interview  behavioral questions  about team conflict  etc.  and a coding question. 3rd interview  2 coding questions. coding questions were easy and required  no knowledge  of special algorithms or data structures  such as graphs  dp  trees  etc . recursion and strings were common. i did not get an offer from facebook  however  i received offers from other companies. the interview questions themselves were considerably easier at facebook than those asked at google  linkedin  ms  amazon  etc. since the questions are not very hard  my guess is the decision is based upon fit and most importantly how  quickly  you were able to arrive at your solution and how  perfect  your code was. make sure you focus and are confident. advice  practice the easier questions and practice coding them. also  looking at some of the other experiences on glassdoor  it looks like a majority of the questions are re used.,just prepare for some common behavioral questions.   answer question
2015-03-28 11:46:24.657,applied online. contected by recruiter for initial screening in facebook office. when to local fb office  where i waited for few minutes after getting to reception. first  recruiter gave tour of center and talked about perks and then took me to conference room  where i met interviewer whole first discussed about my past projects and then jumped on coding question.,multiply two big ints.   3 answers
2015-04-14 13:00:42.307,i applied through employee referral. i got an email from a recruiter with a questionnaire asking about my experience  why facebook  etc. next step was a phone interview. the interviewer was very nice and helpful. the interview question was not difficult. i gave an optimal solution with some help  also finished coding in time. i don t know what they don t like about the interview  but probably i was not very fast coding and testing the code. i got an email after a few hours that they do not want to move forward.,problem related to binary search tree.   answer question
2015-04-22 13:16:18.573,contacted by a technical recruiter  and did a short talk about the potential position i was interested. the technical recruiter is very nice and responsible. then did a telephone interview by an engineer from facebook. the engineer asked something like why i chose facebook  and asked me to solve one problem.,for a binary tree  write an iterator class  which can in order traverse the binary tree  implement two operations  next   and hasnext  . e.g.  if in order traversing a binary tree will return 2 3 4 5 6  then first call next    it will return 2  call next   again  it will return 3  etc.   2 answers
2015-03-21 16:14:18.483,i had two technical interviews  they are not back to back  with about a two week interval  plus one team matching interview on the phone. the whole process took 4 5 weeks. in both tech. interviews  there were two simple algorithm problems. my interviewer shared me a link on collabedit and i just coded there. all questions were quite basic and nothing surprising happened.,q1a  in a maze with empty spaces and walls  given a starting point and ending point  find a path  not necessarily shortest .  just bfs  dfs...  q1b  if the maze is stored on multiple nodes on a cluster  what do we have to do   no coding  just give ideas  q2  given an array and a target number  tell whether there are three numbers in the array which add up to the target number.  time complexity should be o n 2   q3  topological sort.   answer question
2015-04-10 14:33:38.84,onsite tech screen followed by 4 1 1 rounds. three of the technical rounds were on coding questions and one of them had a design problem. most of the technical problems were easy but i didn t code well probably because i didn t take enough time to practice whiteboard coding. the design round had an interesting problem. i ll probably appear in this once more in a year. all interviewers were good and well behaved. the process was smooth as well. the recruiter communicated my area of weakness  coding  and i concur with what they found.,convert a tree to a doubly linked list.   3 answers
2015-04-23 02:23:50.203,i had applied online for a summer internship. recruiter reached out to me and scheduled phone interview. i got through first round phone interview. second round was also phone interview. it went pretty well but i did not get an offer. interviewers asked some basic questions about my background  projects etc. then they spoke a bit about their background. interviewers are friendly and helpful.,given an array of integers  find three integers a  b and c such that a b c 0. modification  if the array is given in sorted order  can you do it without o n  space    2 answers given a large input string  write a function to check if it is a palindrome  according to the following restrictions   lowercase and uppercase characters are considered equal  special characters are ignored   3 answers
2015-04-20 22:21:59.15,submit my resume through internal referal. got contacted by someone a new established department in facebook. he give me a 10 minute quick chat about this newly established department  and set up a first round interview a week after that. i did bad in that interview. although it s a very common data structure  algorithm problem,given a binary tree  print all root to leaf paths   2 answers
2015-05-17 17:10:15.053,there are two phone screens followed by a day of on site interviews which consist of technical interviews similar to the phone screens but also one on culture and another on system architecture.,given an array of integers  push all non zero elements to the front.   1 answer
2015-06-15 23:22:53.88,hr sent me email to let me choose to interview onsite or through phone. i choosed to do it on site. everything was great  we had good chat at there. the whole process tooks about 45 minutes in a small room. i was asked to code on a white wall. the question was not that hard  but i was too nervous to code it with several obvious bug   although i figure them out by myself. i got rejected in the next day for no reason. i ve heard that they are looking for bugs free programmer.,big number multiplication   answer question
